sample_id,collection_date,farmer_id,batch_number,lab_technician,weather_condition,truck_number,collection_shift,pH,pH_duplicate,turbidity_ntu,turbidity_log,temperature_c,ammonia_content,color_score,vfa,drc,grade
LAT_07684,1/13/2023,F013,BATCH_8562,TECH_03,Cloudy,WP_2214,Morning,5.936,5.9368,92.72,4.5296,29.19,0.188,4,0.065,60.06,B
LAT_07685,3/23/2024,F021,BATCH_6993,TECH_05,Sunny,WP_1227,Morning,5.381,5.3801,142.77,4.9612,31.18,0.127,5,0.095,55.14,C
LAT_07686,2/6/2026,F008,BATCH_3907,TECH_01,Cloudy,WP_2639,Morning,6.744,6.7426,58.77,4.0736,28.05,0.226,3,0.035,58.51,A
LAT_07687,11/20/2024,F020,BATCH_4325,TECH_03,Rainy,WP_7890,Morning,5.365,5.3651,139.9,4.9409,32.55,0.143,5,0.094,59.05,C
LAT_07688,11/30/2023,F022,BATCH_4120,TECH_05,Rainy,WP_9444,Morning,5.709,5.7055,113.32,4.7302,27.68,0.152,5,0.081,56.37,C
LAT_07689,3/12/2025,F028,BATCH_4333,TECH_07,Sunny,WP_2077,Morning,6.411,6.4098,62.84,4.1406,28.26,0.207,2,0.041,60.79,A
LAT_07690,11/1/2022,F018,BATCH_2354,TECH_04,Windy,WP_8680,Morning,5.94,5.938,100.4,4.6092,27.93,0.179,4,0.064,58.51,B
LAT_07691,11/20/2022,F007,BATCH_7463,TECH_07,Rainy,WP_7460,Morning,5.563,5.5638,125.01,4.8284,30.85,0.142,5,0.089,56.99,C
LAT_07692,6/7/2025,F002,BATCH_4668,TECH_02,Windy,WP_3024,Morning,6.083,6.0828,91.15,4.5125,30.41,0.193,4,0.057,59.5,B
LAT_07693,7/12/2022,F003,BATCH_8927,TECH_06,Windy,WP_6109,Morning,5.453,5.4501,138.29,4.9294,31.53,0.168,5,0.09,57.05,C
LAT_07694,11/15/2025,F011,BATCH_3097,TECH_02,Windy,WP_5776,Morning,6.102,6.1037,89.63,4.4957,31.11,0.195,3,0.055,59.07,B
LAT_07695,8/16/2023,F007,BATCH_9324,TECH_02,Rainy,WP_8002,Morning,6.427,6.4247,58.37,4.0668,30.54,0.227,3,0.039,59.17,A
LAT_07696,4/13/2024,F017,BATCH_3529,TECH_04,Sunny,WP_5149,Afternoon,5.548,5.5486,130.16,4.8688,32.02,0.143,5,0.089,56.14,C
LAT_07697,11/13/2023,F010,BATCH_6092,TECH_03,Cloudy,WP_4782,Morning,5.49,5.4887,134.74,4.9033,29.04,0.148,5,0.09,55.05,C
LAT_07698,2/13/2024,F012,BATCH_3742,TECH_04,Sunny,WP_3555,Morning,5.494,5.4925,130.3,4.8698,27.78,0.158,5,0.088,57.65,C
LAT_07699,3/25/2023,F007,BATCH_6614,TECH_02,Rainy,WP_8302,Morning,5.792,5.7898,117.28,4.7646,,0.176,4,0.073,57.86,B
LAT_07700,1/23/2025,F009,BATCH_8533,TECH_04,Cloudy,WP_8759,Afternoon,6.586,6.5847,59.49,4.0858,29.63,0.223,2,0.036,59.61,A
LAT_07701,10/23/2022,F007,BATCH_9450,TECH_02,Windy,WP_6104,Morning,6.493,6.4918,69.5,4.2413,31.97,0.207,3,0.043,59.27,A
LAT_07702,1/30/2023,F023,BATCH_5004,TECH_01,Windy,WP_8400,Morning,6.244,6.2444,86.4,4.459,27.94,0.191,4,0.055,57.3,B
LAT_07703,4/8/2025,F017,BATCH_8939,TECH_04,Sunny,WP_6139,Morning,5.794,5.7969,117.85,4.7694,30.4,0.146,5,0.078,56.38,B
LAT_07704,4/15/2023,F006,BATCH_7936,TECH_03,Sunny,WP_3404,Morning,6.702,6.7043,42.86,3.7579,29.82,0.251,2,0.024,59.6,A
LAT_07705,12/29/2022,F012,BATCH_6466,TECH_04,Rainy,WP_7689,Morning,6.859,6.8588,40.71,3.7065,30.12,0.244,2,0.026,60.98,A
LAT_07706,4/5/2024,F013,BATCH_7409,TECH_06,Windy,WP_1022,Morning,6.023,6.0264,93.14,4.5341,30.83,0.183,4,0.063,57.21,B
LAT_07707,8/13/2025,F027,BATCH_2735,TECH_01,Cloudy,WP_9241,Morning,5.395,5.3924,133.6,4.8949,30.3,0.144,5,0.09,58.18,C
LAT_07708,6/4/2025,F022,BATCH_6948,TECH_01,Rainy,WP_2918,Morning,5.372,5.3724,140.05,4.942,27.76,0.124,5,0.095,55.66,C
LAT_07709,11/24/2025,F008,BATCH_9765,TECH_04,Windy,WP_5601,Morning,6.416,6.4125,60,4.0943,28.91,0.241,3,0.039,60.34,A
LAT_07710,10/27/2022,F022,BATCH_7470,TECH_03,Cloudy,WP_3961,Afternoon,5.472,5.4736,130.13,4.8685,30.08,0.159,5,0.085,56.09,C
LAT_07711,5/16/2025,F027,BATCH_2561,TECH_03,Rainy,WP_9229,Morning,5.669,5.668,130.57,4.8719,32.63,0.158,5,0.085,57.42,C
LAT_07712,10/27/2022,F007,BATCH_6649,TECH_05,Rainy,WP_3750,Morning,6.503,6.4987,64.08,4.1601,31.08,0.195,3,0.043,60.53,A
LAT_07713,8/13/2023,F001,BATCH_6228,TECH_04,Windy,WP_3066,Afternoon,5.739,5.738,121.85,4.8028,32.27,0.161,5,0.08,55.59,C
LAT_07714,9/19/2025,F004,BATCH_8037,TECH_03,Windy,WP_7938,Morning,6.552,6.5537,56.81,4.0397,29.42,0.217,3,0.038,61.1,A
LAT_07715,3/9/2025,F027,BATCH_2327,TECH_05,Rainy,WP_9898,Afternoon,6.168,6.1635,95.21,4.5561,29.89,0.2,3,0.058,57.3,B
LAT_07716,2/4/2026,F030,BATCH_6491,TECH_04,Rainy,WP_4345,Morning,6.457,6.46,63.47,4.1506,31.47,0.233,3,0.042,61.46,A
LAT_07717,3/19/2023,F010,BATCH_2899,TECH_06,Cloudy,WP_6431,Morning,5.54,5.5411,132.93,4.8898,32.23,0.146,5,0.085,57.7,C
LAT_07718,11/25/2025,F012,BATCH_6526,TECH_06,Cloudy,WP_7270,Afternoon,6.251,6.2517,85.01,4.4428,28.52,0.177,3,0.056,57.02,B
LAT_07719,3/6/2023,F025,BATCH_3433,TECH_07,Sunny,WP_8259,Morning,5.336,5.335,148.46,5.0003,31.95,0.131,5,0.097,57.46,C
LAT_07720,12/27/2023,F010,BATCH_8505,TECH_07,Rainy,WP_5629,Morning,6.668,6.6668,47.07,3.8516,28.95,0.209,2,0.031,58.69,A
LAT_07721,7/5/2024,F003,BATCH_3426,TECH_01,Rainy,WP_3971,Morning,6.864,6.8655,49.62,3.9044,32.11,0.238,3,0.025,58.11,A
LAT_07722,9/8/2023,F010,BATCH_6395,TECH_07,Rainy,WP_7587,Morning,5.393,5.3929,143.01,4.9629,32.32,0.132,5,0.097,57.34,C
LAT_07723,11/20/2022,F016,BATCH_9036,TECH_04,Windy,WP_7146,Morning,6.131,6.1312,89.3,4.492,27.75,0.208,4,0.056,57.43,B
LAT_07724,10/17/2024,F005,BATCH_5316,TECH_05,Sunny,WP_1194,Morning,5.856,5.855,102.37,4.6286,31.35,0.182,4,0.065,56.31,B
LAT_07725,8/18/2023,F023,BATCH_4141,TECH_01,Sunny,WP_6865,Morning,5.955,5.9532,97.3,4.5778,29.8,0.173,4,0.065,58.52,B
LAT_07726,10/3/2023,F030,BATCH_3509,TECH_02,Rainy,WP_2855,Morning,5.863,5.8641,112.89,4.7264,28.81,0.169,4,0.074,58.32,B
LAT_07727,2/11/2026,F004,BATCH_7755,TECH_02,Sunny,WP_6521,Morning,5.646,5.6448,122.34,4.8068,31.82,0.162,4,0.085,56.94,C
LAT_07728,8/3/2023,F025,BATCH_8143,TECH_03,Cloudy,WP_5256,Morning,5.454,5.4528,133.15,4.8915,29.36,0.141,4,0.091,55.67,C
LAT_07729,2/28/2022,F011,BATCH_3486,TECH_01,Sunny,WP_9518,Afternoon,6.783,6.7834,39.51,3.6766,28.09,0.229,2,0.025,60.74,A
LAT_07730,2/17/2022,F026,BATCH_9923,TECH_04,Rainy,WP_3954,Morning,5.929,5.9288,98.13,4.5863,27.81,0.194,4,0.064,58.06,B
LAT_07731,4/6/2024,F005,BATCH_9589,TECH_06,Sunny,WP_5389,Morning,5.355,5.3557,139.04,4.9348,31.97,0.129,5,0.094,56.36,C
LAT_07732,7/7/2022,F019,BATCH_8956,TECH_04,Rainy,WP_9697,Morning,6.265,6.2633,77.1,4.3451,30.55,0.215,3,0.049,60.06,A
LAT_07733,2/14/2023,F017,BATCH_8045,TECH_07,Cloudy,WP_5094,Morning,6.765,6.769,52.11,3.9534,28.66,0.223,2,0.028,60.22,A
LAT_07734,7/24/2022,F020,BATCH_5418,TECH_02,Cloudy,WP_4798,Morning,6.702,6.7004,44.01,3.7844,27.86,0.233,2,0.027,60.62,A
LAT_07735,11/11/2023,F028,BATCH_2297,TECH_03,Rainy,WP_4544,Morning,6.746,6.7454,54.47,3.9977,29.4,0.225,3,0.032,59.26,A
LAT_07736,9/10/2022,F022,BATCH_6352,TECH_03,Cloudy,WP_3657,Morning,6.473,6.4683,65.19,4.1773,30.59,0.219,3,0.039,61.38,A
LAT_07737,10/1/2025,F022,BATCH_2080,TECH_03,Cloudy,WP_2681,Afternoon,6.525,6.5263,67.31,4.2093,31.15,0.214,3,0.042,59.46,A
LAT_07738,8/3/2024,F002,BATCH_4043,TECH_07,Cloudy,WP_2798,Morning,6.466,6.4703,59.73,4.0898,30.04,0.238,2,0.04,59.47,A
LAT_07739,12/29/2022,F027,BATCH_7779,TECH_06,Sunny,WP_3264,Morning,5.535,5.5348,131.73,4.8808,31.93,0.165,5,0.088,57.67,C
LAT_07740,8/12/2023,F016,BATCH_4421,TECH_06,Sunny,WP_8752,Morning,6.041,6.041,95.89,4.5632,29.82,0.181,4,0.064,59.75,B
LAT_07741,4/9/2025,F003,BATCH_6033,TECH_05,Rainy,WP_8245,Morning,5.692,5.6891,116.96,4.7618,28.93,0.149,5,0.081,56.99,C
LAT_07742,2/18/2026,F005,BATCH_7853,TECH_02,Cloudy,WP_1107,Afternoon,6.862,6.862,38.22,3.6434,31.87,0.261,2,0.023,60.9,A
LAT_07743,7/6/2022,F019,BATCH_4812,TECH_05,Cloudy,WP_1390,Morning,6.11,6.11,96.27,4.5672,29.37,0.205,4,0.062,57.88,B
LAT_07744,5/1/2022,F030,BATCH_6184,TECH_03,Rainy,WP_1921,Morning,5.846,5.8467,108.23,4.6843,30.07,0.179,4,0.072,57.94,B
LAT_07745,1/28/2026,F017,BATCH_4811,TECH_07,Windy,WP_1600,Morning,,,136.31,4.9149,29.79,0.136,5,0.095,56.77,C
LAT_07746,8/22/2022,F026,BATCH_3995,TECH_02,Windy,WP_5976,Morning,5.47,5.4711,135.33,4.9077,29.39,0.139,5,0.092,57.98,C
LAT_07747,1/4/2023,F016,BATCH_2100,TECH_01,Windy,WP_2355,Morning,6.7,6.7015,53.01,3.9705,28.42,0.25,2,0.027,58.7,A
LAT_07748,8/25/2025,F021,BATCH_3533,TECH_06,Sunny,WP_2200,Morning,5.909,5.9096,103.87,4.6431,28,0.188,4,0.067,57.19,B
LAT_07749,1/20/2022,F027,BATCH_4534,TECH_06,Cloudy,WP_5914,Morning,6.741,6.74,48.59,3.8834,31,0.233,2,0.025,59.68,A
LAT_07750,7/29/2023,F030,BATCH_2584,TECH_05,Windy,WP_9449,Morning,6.765,6.7672,44.49,3.7953,27.83,0.239,2,0.027,59.8,A
LAT_07751,9/9/2023,F014,BATCH_3892,TECH_06,Windy,WP_6782,Morning,6.387,6.387,74.15,4.3061,27.79,0.223,3,0.048,58.82,A
LAT_07752,4/7/2023,F014,BATCH_7103,TECH_05,Rainy,WP_5190,Morning,5.337,5.337,141.4,4.9516,31.97,0.133,5,0.095,56.59,C
LAT_07753,8/3/2024,F014,BATCH_9326,TECH_03,Cloudy,WP_9493,Morning,5.953,5.9523,107.05,4.6733,29.41,0.187,4,0.068,58.31,B
LAT_07754,6/16/2025,F010,BATCH_7638,TECH_06,Windy,WP_6087,Morning,5.971,5.9697,102.24,4.6273,31.44,0.184,4,0.068,58.06,B
LAT_07755,12/4/2023,F014,BATCH_6277,TECH_01,Cloudy,WP_7288,Morning,5.515,5.5167,127.56,4.8486,29.34,0.136,5,0.087,56.42,C
LAT_07756,12/5/2024,F011,BATCH_4598,TECH_01,Cloudy,WP_1593,Morning,5.507,5.5079,131.24,4.877,32.37,0.137,4,0.087,55.73,C
LAT_07757,6/20/2024,F015,BATCH_3388,TECH_01,Rainy,WP_8671,Afternoon,6.015,6.0143,96.74,4.572,29.45,0.183,4,0.065,56.92,B
LAT_07758,12/12/2024,F007,BATCH_7828,TECH_01,Rainy,WP_1170,Morning,5.415,5.409,139.51,4.9381,32.64,0.143,5,0.095,55.73,C
LAT_07759,6/11/2022,F003,BATCH_8014,TECH_04,Sunny,WP_2191,Morning,5.887,5.8847,103.41,4.6387,31.81,0.173,4,0.069,58.18,B
LAT_07760,12/14/2024,F011,BATCH_6421,TECH_06,Rainy,WP_6643,Morning,5.269,5.2686,145.89,4.9829,31.47,0.145,5,0.095,56.95,C
LAT_07761,9/23/2022,F020,BATCH_6338,TECH_02,Windy,WP_5352,Morning,6.637,6.6397,45.4,3.8155,27.39,0.224,2,0.031,61.2,A
LAT_07762,9/19/2023,F013,BATCH_2080,TECH_02,Rainy,WP_2308,Morning,5.659,5.6602,122.54,4.8084,32.36,0.177,5,0.081,55.05,C
LAT_07763,12/13/2025,F001,BATCH_1278,TECH_03,Cloudy,WP_9791,Morning,6.31,6.3127,71.28,4.2666,31.39,0.198,3,0.043,58.06,A
LAT_07764,7/9/2022,F003,BATCH_2508,TECH_07,Cloudy,WP_4433,Afternoon,5.869,5.8722,111.32,4.7124,30.93,0.183,4,0.072,59.49,B
LAT_07765,3/13/2024,F006,BATCH_6855,TECH_05,Sunny,WP_9025,Morning,6.514,6.5131,71.43,4.2687,31.41,0.214,3,0.044,58.36,A
LAT_07766,2/13/2026,F028,BATCH_3242,TECH_06,Sunny,WP_8800,Morning,6.575,6.573,54.92,4.0059,31.76,0.212,3,0.037,58.98,A
LAT_07767,8/1/2022,F025,BATCH_3955,TECH_07,Rainy,WP_8761,Morning,5.447,5.4467,132.52,4.8867,28.8,0.163,5,0.094,57.99,C
LAT_07768,6/28/2022,F017,BATCH_7129,TECH_07,Windy,WP_1799,Morning,5.576,5.58,133.49,4.894,30.84,0.137,5,0.092,58.73,C
LAT_07769,12/20/2025,F020,BATCH_7564,TECH_02,Sunny,WP_2978,Morning,5.86,5.8541,109.08,4.6921,31.73,,4,0.068,59.59,B
LAT_07770,5/8/2025,F017,BATCH_4087,TECH_02,Cloudy,WP_2296,Morning,5.697,5.6965,126.17,4.8376,30.2,0.156,5,0.084,57.45,C
LAT_07771,5/9/2024,F006,BATCH_7745,TECH_03,Cloudy,WP_9320,Morning,6.168,6.1665,83.74,4.4277,28.73,0.196,4,0.056,56.92,B
LAT_07772,9/22/2023,F013,BATCH_1605,TECH_07,Rainy,WP_2484,Afternoon,6.389,6.3867,71.41,4.2684,31.71,0.222,3,0.044,60.39,A
LAT_07773,10/7/2023,F003,BATCH_6319,TECH_02,Rainy,WP_6833,Afternoon,5.375,5.3771,143.4,4.9656,32.65,0.131,5,0.095,55.48,C
LAT_07774,2/4/2026,F015,BATCH_6510,TECH_02,Sunny,WP_7107,Afternoon,6.193,6.1911,91.16,4.5126,28.63,0.211,4,0.056,57.29,B
LAT_07775,12/11/2024,F006,BATCH_3286,TECH_03,Cloudy,WP_7266,Morning,5.708,5.7076,111.93,4.7179,29.37,0.195,5,0.074,56.23,B
LAT_07776,4/16/2023,F011,BATCH_8015,TECH_01,Cloudy,WP_5255,Morning,5.861,5.86,113.52,4.732,29.11,0.171,4,0.076,59.55,B
LAT_07777,4/5/2026,F013,BATCH_5333,TECH_02,Rainy,WP_4707,Morning,5.616,5.6185,126.44,4.8398,31.47,0.132,5,0.083,57.98,C
LAT_07778,3/1/2025,F009,BATCH_4348,TECH_05,Cloudy,WP_7013,Morning,6.017,6.0186,101.17,4.6168,30.91,0.175,4,0.067,59.04,B
LAT_07779,9/11/2025,F018,BATCH_9366,TECH_05,Rainy,WP_6832,Morning,6.621,6.6177,55.51,4.0166,30.57,0.224,2,0.032,59.3,A
LAT_07780,3/28/2024,F018,BATCH_4222,TECH_01,Cloudy,WP_6898,Morning,6.157,6.1584,85.57,4.4493,30.27,0.183,3,0.058,58.3,B
LAT_07781,3/14/2024,F018,BATCH_8432,TECH_07,Sunny,WP_4742,Morning,6.132,6.1328,87.63,4.4731,30.98,0.179,3,0.056,56.96,B
LAT_07782,4/14/2025,F010,BATCH_9860,TECH_03,Sunny,WP_8797,Morning,6.744,6.7426,46.22,3.8334,32.13,0.24,2,0.029,60.22,A
LAT_07783,8/19/2024,F022,BATCH_9813,TECH_04,Rainy,WP_5356,Morning,5.919,5.9228,100.46,4.6098,28.72,0.174,4,0.068,58.14,B
LAT_07784,12/15/2023,F019,BATCH_7419,TECH_06,Cloudy,WP_3780,Morning,6.48,6.4794,76.16,4.3328,28.01,0.207,4,0.046,61.26,A
LAT_07785,3/25/2022,F001,BATCH_7032,TECH_04,Windy,WP_7956,Morning,6.585,6.584,56.6,4.036,29.88,0.231,3,0.035,59.08,A
LAT_07786,1/27/2025,F005,BATCH_5022,TECH_05,Windy,WP_9610,Morning,5.69,5.6897,124.3,4.8227,30.54,0.151,5,0.083,56.68,C
LAT_07787,10/7/2024,F024,BATCH_7885,TECH_05,Rainy,WP_8214,Morning,5.97,5.9678,107.31,4.6757,32.05,0.174,4,0.068,57.39,B
LAT_07788,9/8/2023,F005,BATCH_9074,TECH_04,Windy,WP_6563,Morning,5.999,5.9985,105.65,4.6601,29.72,0.164,4,0.069,59.53,B
LAT_07789,5/6/2023,F004,BATCH_3457,TECH_07,Cloudy,WP_1398,Morning,6.303,6.3001,73.88,4.3024,30.14,0.212,3,0.045,60.33,A
LAT_07790,3/16/2022,F021,BATCH_1386,TECH_03,Sunny,WP_9263,Morning,5.856,5.8556,101.96,4.6246,29.67,0.176,4,0.069,58,B
LAT_07791,8/14/2023,F029,BATCH_3093,TECH_05,Sunny,WP_8435,Morning,5.7,5.7017,126.07,4.8368,31.35,0.162,4,0.079,59.75,B
LAT_07792,9/19/2024,F020,BATCH_6085,TECH_05,Rainy,WP_8555,Morning,5.934,5.9341,102.54,4.6303,31.68,0.176,4,0.066,56.42,B
LAT_07793,5/7/2024,F008,BATCH_9317,TECH_03,Rainy,WP_3473,Afternoon,6.038,6.0358,90.89,4.5096,32.4,0.193,3,0.059,57.8,B
LAT_07794,1/14/2022,F025,BATCH_6333,TECH_05,Sunny,WP_8401,Morning,5.923,5.9223,107.51,4.6776,30.46,0.171,4,0.07,59.38,B
LAT_07795,1/12/2022,F006,BATCH_6110,TECH_03,Windy,WP_7125,Morning,6.169,6.1687,91.56,4.517,29.97,0.202,4,0.058,57.65,B
LAT_07796,9/28/2024,F012,BATCH_7863,TECH_02,Windy,WP_6072,Morning,6.112,6.1086,91.06,4.5115,27.56,0.193,4,0.063,59.88,B
LAT_07797,6/22/2025,F006,BATCH_3693,TECH_01,Rainy,WP_8219,Morning,5.937,5.9364,102.7,4.6318,29.88,0.168,4,0.07,59.06,B
LAT_07798,4/5/2024,F011,BATCH_9958,TECH_06,Windy,WP_3933,Morning,5.269,5.2689,150.45,5.0136,31.37,0.137,5,0.098,56.78,C
LAT_07799,8/28/2024,F005,BATCH_3342,TECH_06,Rainy,WP_4107,Morning,5.964,5.9644,100.63,4.6115,28.34,0.179,3,0.063,56.35,B
LAT_07800,9/2/2024,F015,BATCH_7260,TECH_02,Cloudy,WP_1627,Morning,5.977,5.9748,98.49,4.59,28.46,0.18,4,0.065,58.21,B
LAT_07801,4/20/2025,F012,BATCH_6477,TECH_04,Sunny,WP_5516,Afternoon,6.502,6.5026,69.88,4.2468,29.67,0.203,2,0.04,60.74,A
LAT_07802,11/20/2022,F023,BATCH_2363,TECH_07,Cloudy,WP_4162,Afternoon,5.937,5.9355,105.47,4.6584,31.03,0.17,4,0.072,59.82,B
LAT_07803,6/5/2023,F004,BATCH_9344,TECH_04,Cloudy,WP_5594,Morning,6.376,6.3802,75.11,4.319,32.01,0.211,3,0.047,58.58,A
LAT_07804,11/1/2023,F004,BATCH_8350,TECH_03,Sunny,WP_5233,Morning,6.63,6.6316,47.27,3.8559,29.1,0.237,3,0.032,59.95,A
LAT_07805,12/4/2022,F026,BATCH_3307,TECH_01,Rainy,WP_6192,Morning,6.509,6.5099,56.65,4.0369,31.96,0.209,3,0.036,58.16,A
LAT_07806,9/19/2024,F006,BATCH_2267,TECH_03,Rainy,WP_7179,Morning,5.793,5.7951,113.17,4.7289,27.81,0.184,4,0.074,58.98,B
LAT_07807,3/23/2025,F024,BATCH_9707,TECH_05,Rainy,WP_2841,Morning,6.121,6.1191,90.88,4.5095,31.81,0.197,4,0.057,58.47,B
LAT_07808,9/29/2022,F019,BATCH_1223,TECH_02,Sunny,WP_6559,Morning,5.551,5.5509,132.83,4.8891,31.26,0.153,5,0.09,56.39,C
LAT_07809,9/29/2022,F005,BATCH_6026,TECH_06,Windy,WP_7573,Morning,6.468,6.4711,71.37,4.2679,31.12,0.201,4,0.045,58.89,A
LAT_07810,12/22/2025,F005,BATCH_3234,TECH_02,Windy,WP_1548,Morning,5.37,5.3697,131.45,4.8786,30,0.146,5,0.09,57.41,C
LAT_07811,7/8/2025,F029,BATCH_7301,TECH_06,Windy,WP_2977,Morning,6.553,6.5525,58.6,4.0707,29.51,0.225,3,0.04,59.54,A
LAT_07812,3/11/2024,F003,BATCH_5391,TECH_03,Sunny,WP_4872,Morning,6.42,6.4196,70.18,4.2511,31.93,0.239,3,0.04,60.43,A
LAT_07813,11/12/2024,F022,BATCH_9093,TECH_03,Sunny,WP_4832,Afternoon,6.656,6.6588,55.08,4.0088,28.36,0.231,2,0.033,61.42,A
LAT_07814,6/9/2023,F001,BATCH_3772,TECH_04,Sunny,WP_7789,Morning,6.406,6.4078,71.33,4.2673,29.56,0.218,3,0.047,58.17,A
LAT_07815,5/29/2023,F013,BATCH_5785,TECH_01,Windy,WP_7568,Morning,5.899,5.8977,101.1,4.6161,27.86,0.18,4,0.068,57.33,B
LAT_07816,5/24/2024,F026,BATCH_9361,TECH_02,Cloudy,WP_7700,Morning,6.096,6.0944,84.42,4.4358,28.05,0.195,4,0.055,60.05,B
LAT_07817,12/26/2025,F029,BATCH_3062,TECH_07,Sunny,WP_1490,Morning,6,5.9983,96.07,4.5651,32.3,0.19,4,0.063,59.65,B
LAT_07818,8/31/2023,F007,BATCH_2319,TECH_01,Sunny,WP_8120,Morning,6.157,6.1576,82.9,4.4176,27.83,0.191,3,0.054,57.9,B
LAT_07819,11/28/2022,F028,BATCH_7814,TECH_03,Sunny,WP_9615,Morning,6.059,6.06,104.6,4.6501,28.59,0.19,4,0.064,57.37,B
LAT_07820,9/22/2025,F019,BATCH_2093,TECH_03,Sunny,WP_6122,Morning,5.586,5.5867,115.01,4.745,28.68,0.153,5,0.082,56.08,C
LAT_07821,1/24/2026,F015,BATCH_1711,TECH_05,Rainy,WP_9606,Morning,5.463,5.4637,132.61,4.8874,28.32,0.145,5,0.09,58.45,C
LAT_07822,8/30/2022,F008,BATCH_3972,TECH_03,Sunny,WP_2780,Morning,6.276,6.2731,71.81,4.274,28.07,0.199,4,0.051,56.02,B
LAT_07823,12/23/2022,F009,BATCH_4508,TECH_05,Sunny,WP_3226,Morning,6.62,6.6218,50.74,3.9267,30.21,0.223,3,0.032,61.47,A
LAT_07824,5/17/2025,F020,BATCH_2146,TECH_01,Cloudy,WP_4881,Morning,6.368,6.3669,81.84,4.4048,29.4,0.203,4,0.052,59.95,B
LAT_07825,9/19/2025,F009,BATCH_6230,TECH_01,Rainy,WP_6712,Morning,5.646,5.6494,130.83,4.8739,32.24,0.142,5,0.085,56.03,C
LAT_07826,10/14/2022,F008,BATCH_8149,TECH_03,Rainy,WP_6681,Morning,5.483,5.4822,137.74,4.9254,31.84,0.155,4,0.088,56.34,C
LAT_07827,2/8/2025,F029,BATCH_4319,TECH_05,Windy,WP_8051,Morning,5.596,5.5945,124.87,4.8273,32.59,0.156,5,0.083,55.91,C
LAT_07828,8/8/2024,F010,BATCH_7921,TECH_06,Windy,WP_5999,Morning,5.593,5.5908,126.3,4.8387,30.77,0.145,5,0.089,58.55,C
LAT_07829,1/9/2022,F013,BATCH_6156,TECH_03,Cloudy,WP_9775,Morning,6.482,6.4829,62.98,4.1428,31.87,0.215,3,0.039,59.52,A
LAT_07830,8/11/2023,F003,BATCH_4571,TECH_06,Sunny,WP_8475,Morning,5.389,5.3891,143.57,4.9668,29.64,0.122,5,0.098,55.34,C
LAT_07831,1/21/2026,F024,BATCH_8624,TECH_03,Windy,WP_9655,Morning,5.6,5.6009,138.65,4.932,32.39,0.127,5,0.091,58.64,C
LAT_07832,12/16/2023,F029,BATCH_9939,TECH_01,Windy,WP_8084,Morning,6.569,6.565,64.3,4.1636,28.98,0.22,2,0.037,58.59,A
LAT_07833,11/27/2023,F020,BATCH_5234,TECH_03,Cloudy,WP_1985,Morning,5.901,5.9023,111.46,4.7137,30.4,0.16,4,0.07,56.02,B
LAT_07834,2/4/2026,F008,BATCH_8877,TECH_03,Rainy,WP_7560,Morning,5.593,5.5946,128.56,4.8564,28.6,0.149,4,0.084,57.79,C
LAT_07835,12/17/2023,F016,BATCH_1811,TECH_01,Cloudy,WP_4354,Morning,6.8,6.8016,41.45,3.7245,32.16,0.228,3,0.024,58.58,A
LAT_07836,12/9/2022,F017,BATCH_8841,TECH_06,Rainy,WP_2165,Morning,5.7,5.702,125.77,4.8345,28.16,0.147,5,0.082,57.84,C
LAT_07837,9/15/2025,F009,BATCH_6462,TECH_03,Windy,WP_6137,Morning,6.471,6.4732,66.52,4.1975,30.77,0.22,3,0.041,59.84,A
LAT_07838,12/18/2022,F011,BATCH_6668,TECH_02,Windy,WP_1684,Morning,6.288,6.2884,80.23,4.3849,30.9,0.206,3,0.054,58.96,B
LAT_07839,3/27/2024,F020,BATCH_1102,TECH_01,Sunny,WP_4437,Morning,6.639,6.6395,43.99,3.784,29.9,0.232,3,0.031,58.9,A
LAT_07840,1/6/2022,F018,BATCH_3876,TECH_03,Sunny,WP_6022,Morning,5.378,5.376,143.9,4.9691,28.61,0.136,5,0.095,58.8,C
LAT_07841,8/2/2022,F010,BATCH_9127,TECH_05,Rainy,WP_1744,Morning,6.726,6.728,47.59,3.8626,30.08,0.239,3,0.027,58.95,A
LAT_07842,7/25/2024,F016,BATCH_4879,TECH_02,Cloudy,WP_2911,Morning,6.34,6.3412,65.93,4.1886,31.77,0.228,3,0.044,60.28,A
LAT_07843,7/24/2025,F022,BATCH_3551,TECH_02,Windy,WP_3336,Morning,5.349,5.3504,144.56,4.9737,32.44,0.139,5,0.097,55.91,C
LAT_07844,7/25/2023,F003,BATCH_9332,TECH_01,Sunny,WP_2732,Afternoon,5.499,5.4998,132.9,4.8896,28.01,0.159,5,0.091,58.1,C
LAT_07845,11/3/2024,F011,BATCH_7082,TECH_01,Windy,WP_2650,Morning,6.261,6.2621,86.94,4.4652,28.21,0.201,3,0.054,57.86,B
LAT_07846,1/21/2022,F009,BATCH_6012,TECH_04,Sunny,WP_7141,Morning,6.737,6.7359,50.41,3.9202,29.15,0.227,3,0.033,60.28,A
LAT_07847,1/20/2025,F014,BATCH_5515,TECH_01,Sunny,WP_2415,Morning,6.096,6.0941,,,29.9,0.192,3,0.058,57.83,B
LAT_07848,3/9/2023,F024,BATCH_6156,TECH_06,Sunny,WP_5750,Morning,5.28,5.2802,144.63,4.9742,32.55,0.135,5,0.098,56.92,C
