tapping_id,farmer_id,district,tapping_date,tapping_time,tapping_hour,tapping_minute,collection_time,collection_gap_hours,storage_duration_hours,latex_quantity_kg,ammonia_added,ammonia_amount_ml,container_type,experience
T07267,F0200,Kalutara,2025-09-15,6:47,6,47,8:47,2.0,4.0,2.12,True,9.9,Bucket,5 - 10 years
T02665,F0510,Kegalle,2025-09-15,6:47,6,47,8:53,2.1,3.1,1.95,True,3.5,Closed Container,5 - 10 years
T02936,F0485,Kegalle,2025-09-15,5:15,5,15,6:57,1.7,3.7,5.09,True,7.6,Closed Container,More than 10 years
T03243,F0641,Ratnapura,2025-09-15,7:42,7,42,9:54,2.2,4.5,2.06,True,8.9,Closed Container,5 - 10 years
T06870,F0073,Kalutara,2025-09-15,7:42,7,42,12:12,4.5,7.2,1.09,True,9.0,Closed Container,3 - 5 years
T04896,F0609,Ratnapura,2025-09-15,5:51,5,51,8:33,2.7,1.3,5.81,True,9.8,Closed Container,More than 10 years
T03668,F0299,Kalutara,2025-09-15,5:12,5,12,7:18,2.1,3.3,3.1,True,7.1,Bucket,5 - 10 years
T08481,F0755,Galle,2025-09-15,4:15,4,15,5:57,1.7,2.2,3.23,False,0.0,Closed Container,More than 10 years
T04931,F0516,Kegalle,2025-09-15,6:10,6,10,9:40,3.5,3.6,3.45,False,0.0,Closed Container,5 - 10 years
T07750,F0154,Kalutara,2025-09-15,8:19,8,19,12:31,4.2,3.9,1.61,False,0.0,Closed Container,3 - 5 years
T04312,F0088,Kalutara,2025-09-15,6:32,6,32,10:32,4.0,8.0,2.13,True,6.0,Open Container,3 - 5 years
T07736,F0193,Kalutara,2025-09-15,7:21,7,21,10:51,3.5,5.8,0.99,True,4.6,Closed Container,3 - 5 years
T02917,F0634,Ratnapura,2025-09-15,4:29,4,29,6:52,2.4,4.3,3.28,True,5.3,Closed Container,5 - 10 years
T01353,F0629,Ratnapura,2025-09-15,5:49,5,49,8:12,2.4,3.4,2.31,True,5.8,Closed Container,5 - 10 years
T00008,F0291,Kalutara,2025-09-15,6:10,6,10,8:27,2.3,1.7,2.51,False,0.0,Closed Container,More than 10 years
T04644,F0401,Kegalle,2025-09-15,7:15,7,15,9:51,2.6,4.4,1.76,True,5.5,Bucket,5 - 10 years
T00382,F0294,Kalutara,2025-09-15,5:02,5,2,6:50,1.8,2.2,5.28,True,5.8,Bucket,More than 10 years
T02582,F0369,Kegalle,2025-09-15,4:49,4,49,6:42,1.9,2.3,3.37,True,3.9,Closed Container,More than 10 years
T03367,F0604,Ratnapura,2025-09-16,4:10,4,10,7:33,3.4,4.3,3.34,True,9.7,Cup,5 - 10 years
T06744,F0276,Kalutara,2025-09-16,7:15,7,15,11:32,4.3,3.7,3.17,True,4.1,Closed Container,3 - 5 years
T03390,F0426,Kegalle,2025-09-16,8:39,8,39,13:03,4.4,8.2,1.09,False,0.0,Closed Container,1 - 3 years
T05094,F0859,Colombo,2025-09-16,4:43,4,43,6:36,1.9,1.9,3.53,True,4.0,Closed Container,More than 10 years
T00697,F0643,Ratnapura,2025-09-16,8:11,8,11,11:28,3.3,3.7,1.84,True,9.8,Closed Container,3 - 5 years
T06685,F0217,Kalutara,2025-09-16,6:42,6,42,9:59,3.3,5.2,3.24,True,4.7,Open Container,5 - 10 years
T08896,F0086,Kalutara,2025-09-16,7:18,7,18,12:05,4.8,4.1,2.49,True,4.0,Bucket,1 - 3 years
T01821,F0954,Kandy,2025-09-16,5:08,5,8,7:55,2.8,1.2,4.2,True,7.5,Closed Container,More than 10 years
T08452,F0892,Matara,2025-09-16,5:59,5,59,7:41,1.7,3.1,4.18,False,0.0,Open Container,More than 10 years
T06051,F0527,Kegalle,2025-09-17,8:30,8,30,12:17,3.8,4.9,1.42,False,0.0,Closed Container,3 - 5 years
T00683,F0233,Kalutara,2025-09-17,6:53,6,53,11:23,4.5,8.9,0.47,False,0.0,Bucket,1 - 3 years
T03127,F0247,Kalutara,2025-09-17,7:17,7,17,9:47,2.5,4.2,2.23,True,5.3,Closed Container,5 - 10 years
T05007,F0082,Kalutara,2025-09-17,6:25,6,25,8:48,2.4,3.7,2.17,True,9.7,Closed Container,More than 10 years
T09700,F0902,Matara,2025-09-17,7:13,7,13,11:25,4.2,6.5,1.41,False,0.0,Closed Container,1 - 3 years
T04734,F0541,Kegalle,2025-09-17,4:07,4,7,7:07,3.0,2.7,3.29,True,4.7,Cup,5 - 10 years
T01111,F0031,Kalutara,2025-09-17,9:04,9,4,14:28,5.4,7.4,1.85,True,3.1,Bucket,1 - 3 years
T06989,F0276,Kalutara,2025-09-17,5:22,5,22,9:39,4.3,5.6,1.65,False,0.0,Open Container,3 - 5 years
T05915,F0541,Kegalle,2025-09-18,7:48,7,48,11:05,3.3,3.7,2.9,True,9.3,Closed Container,5 - 10 years
T06393,F0837,Colombo,2025-09-18,9:46,9,46,13:16,3.5,6.4,0.74,True,6.4,Cup,1 - 3 years
T00494,F0965,Kurunegala,2025-09-18,7:43,7,43,11:43,4.0,5.2,1.1,False,0.0,Closed Container,1 - 3 years
T01577,F0462,Kegalle,2025-09-18,5:38,5,38,8:55,3.3,5.7,1.22,False,0.0,Bucket,1 - 3 years
T08221,F0990,Kurunegala,2025-09-18,5:15,5,15,8:32,3.3,4.5,1.15,True,5.6,Open Container,3 - 5 years
T09749,F0763,Galle,2025-09-18,5:28,5,28,7:40,2.2,3.6,3.17,True,8.9,Closed Container,5 - 10 years
T07364,F0998,Kurunegala,2025-09-18,5:26,5,26,8:19,2.9,4.0,3.66,True,8.0,Bucket,5 - 10 years
T01817,F0887,Matara,2025-09-18,8:48,8,48,13:12,4.4,8.0,1.15,False,0.0,Bucket,3 - 5 years
T09603,F0182,Kalutara,2025-09-18,5:13,5,13,10:00,4.8,7.6,1.64,False,0.0,Closed Container,1 - 3 years
T05766,F0057,Kalutara,2025-09-18,5:14,5,14,6:44,1.5,2.7,3.75,True,8.9,Closed Container,More than 10 years
T07766,F0184,Kalutara,2025-09-18,6:20,6,20,10:44,4.4,6.8,1.35,False,0.0,Cup,1 - 3 years
T01561,F0401,Kegalle,2025-09-19,4:03,4,3,7:09,3.1,2.8,3.51,True,9.7,Closed Container,5 - 10 years
T02813,F0163,Kalutara,2025-09-19,8:18,8,18,11:18,3.0,5.3,3.13,False,0.0,Closed Container,3 - 5 years
T07796,F0153,Kalutara,2025-09-19,7:09,7,9,10:02,2.9,3.3,1.48,False,0.0,Closed Container,5 - 10 years
T04089,F0191,Kalutara,2025-09-19,7:32,7,32,10:25,2.9,4.4,2.01,True,7.9,Bucket,3 - 5 years
T09977,F0197,Kalutara,2025-09-19,7:48,7,48,11:05,3.3,2.6,2.27,False,0.0,Closed Container,5 - 10 years
T04326,F0150,Kalutara,2025-09-19,5:19,5,19,10:49,5.5,7.5,1.68,False,0.0,Closed Container,1 - 3 years
T09503,F0818,Galle,2025-09-20,8:47,8,47,12:59,4.2,6.8,1.94,True,4.2,Closed Container,3 - 5 years
T06822,F0274,Kalutara,2025-09-20,6:12,6,12,7:48,1.6,1.5,3.4,True,3.2,Closed Container,More than 10 years
T06316,F0065,Kalutara,2025-09-20,5:48,5,48,9:05,3.3,5.9,1.26,False,0.0,Open Container,1 - 3 years
T05753,F0582,Ratnapura,2025-09-20,4:20,4,20,5:56,1.6,3.2,3.37,True,9.4,Closed Container,More than 10 years
T09998,F0279,Kalutara,2025-09-20,8:02,8,2,12:19,4.3,4.0,1.85,True,6.0,Open Container,3 - 5 years
T09447,F0515,Kegalle,2025-09-20,7:35,7,35,9:47,2.2,3.6,3.22,True,3.8,Closed Container,5 - 10 years
T05470,F0919,Matara,2025-09-21,6:10,6,10,8:57,2.8,2.3,2.9,True,6.1,Closed Container,5 - 10 years
T08615,F0200,Kalutara,2025-09-21,5:17,5,17,7:23,2.1,2.7,2.06,False,0.0,Open Container,5 - 10 years
T01919,F0973,Kurunegala,2025-09-21,7:47,7,47,12:41,4.9,6.5,0.37,False,0.0,Open Container,Less than 1 year
T06040,F0721,Galle,2025-09-21,4:13,4,13,7:13,3.0,4.6,2.73,True,5.5,Closed Container,5 - 10 years
T07948,F0450,Kegalle,2025-09-21,8:15,8,15,12:15,4.0,6.5,0.98,False,0.0,Closed Container,3 - 5 years
T01733,F0700,Ratnapura,2025-09-21,7:50,7,50,11:02,3.2,8.7,0.56,True,4.3,Cup,1 - 3 years
T05221,F0749,Galle,2025-09-21,4:17,4,17,6:47,2.5,3.1,3.97,True,7.3,Closed Container,5 - 10 years
T07215,F0989,Kurunegala,2025-09-22,5:02,5,2,8:32,3.5,6.9,2.04,False,0.0,Closed Container,3 - 5 years
T00451,F0712,Galle,2025-09-22,6:31,6,31,9:43,3.2,4.2,2.01,True,9.7,Closed Container,5 - 10 years
T03412,F0960,Kandy,2025-09-22,7:50,7,50,10:56,3.1,5.3,2.38,False,0.0,Bucket,3 - 5 years
T08910,F0605,Ratnapura,2025-09-22,6:59,6,59,10:52,3.9,7.0,1.38,True,8.9,Closed Container,1 - 3 years
T09183,F0739,Galle,2025-09-22,4:17,4,17,6:53,2.6,2.5,6.14,True,6.5,Closed Container,More than 10 years
T08575,F0576,Ratnapura,2025-09-22,5:35,5,35,8:52,3.3,3.1,2.08,True,4.6,Closed Container,3 - 5 years
T05896,F0570,Ratnapura,2025-09-22,5:30,5,30,8:17,2.8,4.0,4.14,True,7.2,Closed Container,5 - 10 years
T04122,F0429,Kegalle,2025-09-22,5:17,5,17,8:47,3.5,4.4,5.25,True,7.8,Open Container,5 - 10 years
T00657,F0181,Kalutara,2025-09-22,7:17,7,17,11:29,4.2,3.1,1.02,True,7.1,Closed Container,3 - 5 years
T06348,F0577,Ratnapura,2025-09-22,4:54,4,54,6:30,1.6,3.5,6.89,True,9.7,Closed Container,More than 10 years
T04746,F0636,Ratnapura,2025-09-23,5:03,5,3,8:45,3.7,6.7,0.99,False,0.0,Closed Container,1 - 3 years
T05226,F0511,Kegalle,2025-09-23,5:21,5,21,7:51,2.5,5.3,1.7,True,6.5,Open Container,5 - 10 years
T06260,F0798,Galle,2025-09-23,6:06,6,6,8:42,2.6,2.6,3.54,True,6.2,Closed Container,5 - 10 years
T06182,F0473,Kegalle,2025-09-23,4:44,4,44,6:32,1.8,2.4,2.36,False,0.0,Open Container,More than 10 years
T03378,F0660,Ratnapura,2025-09-23,5:54,5,54,7:24,1.5,1.9,3.01,True,6.1,Closed Container,More than 10 years
T07669,F0715,Galle,2025-09-23,5:44,5,44,9:07,3.4,2.1,3.49,True,5.7,Bucket,5 - 10 years
T08816,F0365,Kegalle,2025-09-23,8:07,8,7,12:24,4.3,5.4,1.56,True,5.7,Closed Container,3 - 5 years
T01754,F0880,Matara,2025-09-23,4:45,4,45,6:51,2.1,2.9,3.34,True,4.3,Closed Container,More than 10 years
T03338,F0039,Kalutara,2025-09-24,6:24,6,24,10:11,3.8,7.9,0.8,True,3.8,Open Container,3 - 5 years
T01560,F0964,Kurunegala,2025-09-24,5:09,5,9,8:51,3.7,7.8,2.91,True,5.3,Open Container,3 - 5 years
T06404,F0872,Matara,2025-09-24,5:01,5,1,8:31,3.5,4.8,2.56,True,4.2,Cup,5 - 10 years
T01444,F0989,Kurunegala,2025-09-24,8:52,8,52,11:39,2.8,3.9,2.1,False,0.0,Open Container,3 - 5 years
T09850,F0975,Kurunegala,2025-09-24,4:43,4,43,6:55,2.2,1.5,2.19,True,7.3,Closed Container,More than 10 years
T09791,F0330,Kegalle,2025-09-24,6:44,6,44,10:01,3.3,6.3,1.5,False,0.0,Closed Container,3 - 5 years
T07405,F0977,Kurunegala,2025-09-24,6:38,6,38,8:38,2.0,3.2,2.88,True,9.6,Open Container,More than 10 years
T05918,F0524,Kegalle,2025-09-24,6:05,6,5,8:58,2.9,2.1,5.17,True,9.1,Bucket,More than 10 years
T00578,F0921,Kandy,2025-09-24,7:03,7,3,10:26,3.4,7.7,1.0,False,0.0,Open Container,3 - 5 years
T07343,F0835,Colombo,2025-09-24,4:25,4,25,7:42,3.3,2.2,4.46,False,0.0,Closed Container,5 - 10 years
T06807,F0857,Colombo,2025-09-24,5:21,5,21,8:14,2.9,6.4,1.59,True,8.0,Closed Container,3 - 5 years
T01997,F0952,Kandy,2025-09-24,6:44,6,44,12:08,5.4,6.4,1.36,True,9.5,Closed Container,1 - 3 years
T07045,F0496,Kegalle,2025-09-24,5:01,5,1,9:55,4.9,8.9,0.78,True,4.8,Closed Container,1 - 3 years
T05727,F0619,Ratnapura,2025-09-24,7:02,7,2,10:02,3.0,2.8,3.64,True,9.4,Closed Container,5 - 10 years
T06673,F0351,Kegalle,2025-09-25,6:50,6,50,11:25,4.6,4.8,0.51,False,0.0,Cup,1 - 3 years
T03381,F0111,Kalutara,2025-09-25,7:44,7,44,11:20,3.6,4.3,1.19,True,4.2,Open Container,3 - 5 years
T07497,F0715,Galle,2025-09-25,5:45,5,45,8:45,3.0,3.8,2.54,False,0.0,Closed Container,5 - 10 years
T01547,F0198,Kalutara,2025-09-25,8:10,8,10,12:34,4.4,7.8,2.0,True,8.9,Closed Container,1 - 3 years
T09622,F0223,Kalutara,2025-09-25,7:32,7,32,10:55,3.4,2.6,0.99,True,3.4,Closed Container,5 - 10 years
T07825,F0050,Kalutara,2025-09-25,4:45,4,45,7:15,2.5,3.8,4.05,True,7.9,Closed Container,More than 10 years
T00509,F0343,Kegalle,2025-09-25,6:09,6,9,9:21,3.2,2.5,1.62,True,3.0,Bucket,5 - 10 years
T06678,F0429,Kegalle,2025-09-25,5:56,5,56,7:56,2.0,2.9,3.22,True,6.3,Closed Container,5 - 10 years
T05654,F0703,Galle,2025-09-25,7:57,7,57,10:57,3.0,3.1,1.91,True,5.6,Closed Container,5 - 10 years
T02472,F0838,Colombo,2025-09-25,6:14,6,14,9:14,3.0,1.9,6.12,True,9.0,Closed Container,More than 10 years
T06520,F0702,Galle,2025-09-25,8:28,8,28,12:15,3.8,5.6,2.65,False,0.0,Closed Container,3 - 5 years
T03916,F0091,Kalutara,2025-09-25,6:12,6,12,8:42,2.5,2.9,5.58,True,7.5,Bucket,More than 10 years
T08962,F0189,Kalutara,2025-09-25,5:57,5,57,10:51,4.9,7.9,0.44,False,0.0,Open Container,1 - 3 years
T04190,F0957,Kandy,2025-09-25,8:48,8,48,12:48,4.0,7.6,1.06,False,0.0,Open Container,1 - 3 years
T06094,F0260,Kalutara,2025-09-25,7:05,7,5,10:52,3.8,4.0,0.94,True,8.4,Bucket,3 - 5 years
T00691,F0319,Kegalle,2025-09-25,5:55,5,55,8:31,2.6,2.6,2.96,True,4.9,Closed Container,More than 10 years
T03104,F0804,Galle,2025-09-25,7:09,7,9,9:09,2.0,2.8,2.6,False,0.0,Closed Container,5 - 10 years
T08433,F0321,Kegalle,2025-09-26,4:25,4,25,6:07,1.7,1.4,1.97,False,0.0,Closed Container,More than 10 years
T05797,F0119,Kalutara,2025-09-26,9:24,9,24,13:24,4.0,4.8,1.59,False,0.0,Bucket,1 - 3 years
T04083,F0882,Matara,2025-09-26,5:29,5,29,9:41,4.2,8.0,0.86,False,0.0,Bucket,1 - 3 years
T03027,F0723,Galle,2025-09-26,4:57,4,57,7:14,2.3,2.2,1.35,True,5.3,Closed Container,5 - 10 years
T06845,F0963,Kurunegala,2025-09-26,6:40,6,40,8:40,2.0,1.3,3.72,True,6.1,Bucket,More than 10 years
T02500,F0959,Kandy,2025-09-26,5:08,5,8,7:20,2.2,5.3,2.41,True,9.0,Open Container,5 - 10 years
T00905,F0893,Matara,2025-09-26,5:21,5,21,9:56,4.6,8.1,0.64,False,0.0,Open Container,1 - 3 years
T07523,F0256,Kalutara,2025-09-26,4:59,4,59,6:41,1.7,1.1,1.81,True,6.0,Closed Container,More than 10 years
T04370,F0580,Ratnapura,2025-09-26,9:31,9,31,14:36,5.1,5.8,1.3,True,6.4,Bucket,1 - 3 years
T00468,F0962,Kurunegala,2025-09-26,4:57,4,57,7:14,2.3,3.9,2.19,True,4.1,Closed Container,5 - 10 years
T01909,F0650,Ratnapura,2025-09-26,7:09,7,9,9:51,2.7,5.4,3.1,True,7.5,Closed Container,5 - 10 years
T03266,F0236,Kalutara,2025-09-26,8:38,8,38,11:25,2.8,6.5,1.34,True,9.7,Bucket,3 - 5 years
T00040,F0016,Kalutara,2025-09-27,6:09,6,9,9:02,2.9,1.7,3.76,True,5.9,Closed Container,More than 10 years
T02774,F0283,Kalutara,2025-09-27,6:02,6,2,7:55,1.9,1.4,10.17,True,9.3,Bucket,More than 10 years
T09674,F0564,Ratnapura,2025-09-27,6:50,6,50,10:02,3.2,2.9,3.14,False,0.0,Closed Container,5 - 10 years
T07203,F0338,Kegalle,2025-09-27,5:17,5,17,8:10,2.9,5.6,1.47,False,0.0,Closed Container,3 - 5 years
T01180,F0859,Colombo,2025-09-27,6:45,6,45,8:51,2.1,2.2,3.11,True,6.5,Closed Container,More than 10 years
T02021,F0938,Kandy,2025-09-27,6:52,6,52,9:52,3.0,2.4,5.14,True,7.7,Closed Container,More than 10 years
T08239,F0907,Matara,2025-09-27,8:42,8,42,12:59,4.3,5.0,2.13,False,0.0,Bucket,1 - 3 years
T09423,F0802,Galle,2025-09-27,5:01,5,1,10:18,5.3,5.4,1.73,True,8.6,Cup,1 - 3 years
T04866,F0780,Galle,2025-09-27,8:09,8,9,13:09,5.0,8.7,1.57,True,8.4,Closed Container,1 - 3 years
T09019,F0746,Galle,2025-09-27,7:56,7,56,10:08,2.2,4.0,3.6,True,5.9,Bucket,5 - 10 years
T08825,F0311,Kegalle,2025-09-27,7:21,7,21,12:38,5.3,9.7,0.95,False,0.0,Bucket,Less than 1 year
T07024,F0432,Kegalle,2025-09-27,5:26,5,26,8:13,2.8,3.7,3.44,True,9.1,Closed Container,More than 10 years
T01628,F0405,Kegalle,2025-09-27,7:43,7,43,11:13,3.5,3.1,0.84,True,9.3,Closed Container,3 - 5 years
T07871,F0439,Kegalle,2025-09-28,6:11,6,11,9:17,3.1,2.8,2.13,True,7.5,Open Container,5 - 10 years
T05599,F0219,Kalutara,2025-09-28,7:01,7,1,10:31,3.5,7.1,2.54,True,8.6,Closed Container,3 - 5 years
T07645,F0659,Ratnapura,2025-09-28,8:49,8,49,12:42,3.9,9.6,0.66,True,7.1,Closed Container,1 - 3 years
T01692,F0908,Matara,2025-09-28,6:18,6,18,8:54,2.6,5.2,2.01,True,6.0,Closed Container,5 - 10 years
T05253,F0466,Kegalle,2025-09-28,6:34,6,34,9:40,3.1,5.8,2.62,True,8.9,Closed Container,5 - 10 years
T06854,F0029,Kalutara,2025-09-28,6:17,6,17,11:17,5.0,6.8,2.27,True,9.8,Bucket,1 - 3 years
T06803,F0078,Kalutara,2025-09-28,7:28,7,28,10:04,2.6,6.3,1.98,True,7.2,Open Container,3 - 5 years
T02088,F0285,Kalutara,2025-09-28,5:19,5,19,8:31,3.2,2.0,2.26,True,5.4,Bucket,5 - 10 years
T05406,F0023,Kalutara,2025-09-28,5:34,5,34,10:21,4.8,6.4,1.1,False,0.0,Cup,1 - 3 years
T01242,F0704,Galle,2025-09-28,8:17,8,17,10:59,2.7,7.6,2.91,True,5.1,Open Container,3 - 5 years
T05675,F0966,Kurunegala,2025-09-29,6:01,6,1,7:31,1.5,3.3,6.74,True,4.9,Closed Container,More than 10 years
T00414,F0549,Kegalle,2025-09-29,5:26,5,26,8:38,3.2,2.4,3.08,True,3.7,Closed Container,5 - 10 years
T01840,F0631,Ratnapura,2025-09-29,5:35,5,35,9:47,4.2,6.4,0.88,False,0.0,Cup,1 - 3 years
T08014,F0549,Kegalle,2025-09-29,6:18,6,18,9:35,3.3,3.2,1.52,True,9.2,Closed Container,5 - 10 years
T05849,F0132,Kalutara,2025-09-29,6:21,6,21,10:21,4.0,5.6,1.87,False,0.0,Bucket,3 - 5 years
T08665,F0400,Kegalle,2025-09-30,4:41,4,41,7:23,2.7,5.1,1.52,True,9.0,Closed Container,5 - 10 years
T00918,F0468,Kegalle,2025-09-30,8:56,8,56,12:49,3.9,3.6,1.83,True,4.3,Closed Container,3 - 5 years
T09879,F0846,Colombo,2025-09-30,6:29,6,29,9:11,2.7,3.0,4.17,True,6.4,Closed Container,More than 10 years
T06326,F0204,Kalutara,2025-09-30,4:46,4,46,7:22,2.6,2.0,3.33,True,5.8,Closed Container,More than 10 years
T00412,F0984,Kurunegala,2025-09-30,4:38,4,38,7:38,3.0,3.0,3.38,True,5.9,Closed Container,More than 10 years
T06808,F0201,Kalutara,2025-09-30,7:13,7,13,11:13,4.0,4.3,1.52,False,0.0,Closed Container,3 - 5 years
T00612,F0239,Kalutara,2025-09-30,6:59,6,59,9:11,2.2,4.3,2.1,True,4.3,Closed Container,5 - 10 years
T08400,F0614,Ratnapura,2025-09-30,4:39,4,39,6:56,2.3,2.4,4.65,True,7.7,Bucket,More than 10 years
T09554,F0452,Kegalle,2025-09-30,6:16,6,16,9:58,3.7,8.3,1.09,False,0.0,Closed Container,1 - 3 years
T01894,F0859,Colombo,2025-09-30,4:56,4,56,7:26,2.5,2.5,4.76,True,6.4,Closed Container,More than 10 years
T00394,F0395,Kegalle,2025-09-30,8:37,8,37,11:19,2.7,5.6,1.76,False,0.0,Closed Container,3 - 5 years
T00206,F0472,Kegalle,2025-09-30,5:08,5,8,9:38,4.5,5.0,2.27,True,9.6,Bucket,3 - 5 years
T02211,F0510,Kegalle,2025-09-30,5:00,5,0,7:12,2.2,2.5,1.8,True,9.1,Closed Container,5 - 10 years
T08368,F0954,Kandy,2025-10-01,6:14,6,14,8:02,1.8,1.2,3.51,False,0.0,Closed Container,More than 10 years
T05090,F0996,Kurunegala,2025-10-01,6:57,6,57,9:20,2.4,4.2,2.67,False,0.0,Closed Container,5 - 10 years
T07842,F0338,Kegalle,2025-10-01,8:35,8,35,12:22,3.8,7.6,1.31,True,9.6,Closed Container,3 - 5 years
T03973,F0053,Kalutara,2025-10-01,5:16,5,16,7:52,2.6,4.3,1.78,False,0.0,Closed Container,5 - 10 years
T01555,F0122,Kalutara,2025-10-01,5:47,5,47,9:23,3.6,4.5,1.07,True,5.7,Open Container,3 - 5 years
T04512,F0053,Kalutara,2025-10-01,7:55,7,55,11:18,3.4,4.3,1.53,True,7.1,Closed Container,5 - 10 years
T07934,F0707,Galle,2025-10-01,5:13,5,13,8:19,3.1,4.7,2.98,True,9.6,Closed Container,5 - 10 years
T04340,F0667,Ratnapura,2025-10-01,4:58,4,58,7:40,2.7,2.1,8.32,True,9.8,Closed Container,More than 10 years
T08097,F0041,Kalutara,2025-10-01,4:11,4,11,5:53,1.7,3.6,1.65,True,6.3,Closed Container,More than 10 years
T09101,F0023,Kalutara,2025-10-01,8:52,8,52,13:16,4.4,9.4,0.65,True,8.9,Closed Container,1 - 3 years
T08863,F0705,Galle,2025-10-01,5:02,5,2,6:55,1.9,2.4,6.44,True,5.9,Closed Container,More than 10 years
T00656,F0659,Ratnapura,2025-10-01,5:18,5,18,9:30,4.2,4.8,0.39,False,0.0,Closed Container,1 - 3 years
T03771,F0486,Kegalle,2025-10-01,9:53,9,53,13:35,3.7,5.6,0.66,True,6.9,Open Container,1 - 3 years
T01446,F0731,Galle,2025-10-02,7:58,7,58,13:03,5.1,7.7,0.67,True,3.2,Open Container,1 - 3 years
T05477,F0382,Kegalle,2025-10-02,7:53,7,53,12:05,4.2,8.5,1.35,True,5.0,Cup,1 - 3 years
T03296,F0435,Kegalle,2025-10-02,8:13,8,13,12:43,4.5,4.9,1.34,True,6.7,Cup,1 - 3 years
T02846,F0575,Ratnapura,2025-10-02,6:20,6,20,8:50,2.5,5.1,1.27,True,5.3,Closed Container,3 - 5 years
T01856,F0315,Kegalle,2025-10-02,8:59,8,59,12:16,3.3,3.2,0.74,False,0.0,Open Container,3 - 5 years
T07264,F0378,Kegalle,2025-10-02,5:50,5,50,9:02,3.2,4.2,2.03,True,8.6,Closed Container,5 - 10 years
T08398,F0913,Matara,2025-10-02,7:46,7,46,10:52,3.1,7.8,1.86,False,0.0,Closed Container,3 - 5 years
T06167,F0001,Kalutara,2025-10-02,5:16,5,16,8:39,3.4,3.6,2.07,True,9.8,Open Container,5 - 10 years
T08381,F0442,Kegalle,2025-10-02,8:40,8,40,11:46,3.1,5.8,2.79,False,0.0,Closed Container,3 - 5 years
T06272,F0640,Ratnapura,2025-10-02,8:31,8,31,12:01,3.5,3.5,2.41,True,5.2,Closed Container,3 - 5 years
T05193,F0330,Kegalle,2025-10-02,5:22,5,22,9:27,4.1,5.2,2.13,False,0.0,Cup,3 - 5 years
T04135,F0543,Kegalle,2025-10-03,4:57,4,57,7:33,2.6,2.7,2.86,True,4.3,Closed Container,More than 10 years
T07979,F0920,Matara,2025-10-03,6:17,6,17,12:59,6.7,9.9,1.18,True,4.0,Closed Container,Less than 1 year
T08750,F0282,Kalutara,2025-10-03,7:30,7,30,11:17,3.8,5.1,2.02,True,4.6,Cup,3 - 5 years
T05222,F0053,Kalutara,2025-10-03,5:32,5,32,7:55,2.4,5.1,2.21,True,4.8,Bucket,5 - 10 years
T09880,F0008,Kalutara,2025-10-03,4:48,4,48,7:18,2.5,1.1,2.56,True,3.0,Closed Container,More than 10 years
T00057,F0873,Matara,2025-10-03,6:17,6,17,9:40,3.4,6.6,1.19,True,9.3,Closed Container,3 - 5 years
T06711,F0977,Kurunegala,2025-10-03,5:46,5,46,7:34,1.8,4.0,3.36,True,9.2,Closed Container,More than 10 years
T06375,F0283,Kalutara,2025-10-03,6:10,6,10,9:03,2.9,1.2,5.97,True,6.1,Open Container,More than 10 years
T00309,F0861,Colombo,2025-10-03,7:01,7,1,9:13,2.2,5.4,2.43,False,0.0,Closed Container,5 - 10 years
T01335,F0764,Galle,2025-10-03,4:49,4,49,7:06,2.3,2.0,3.24,False,0.0,Bucket,5 - 10 years
T00900,F0470,Kegalle,2025-10-03,5:53,5,53,7:46,1.9,1.3,2.13,True,5.3,Open Container,More than 10 years
T02336,F0128,Kalutara,2025-10-03,5:36,5,36,8:59,3.4,7.0,1.02,True,7.3,Open Container,1 - 3 years
T04341,F0818,Galle,2025-10-03,8:34,8,34,12:10,3.6,4.6,1.29,False,0.0,Bucket,3 - 5 years
T00706,F0669,Ratnapura,2025-10-04,4:24,4,24,7:41,3.3,3.3,1.52,True,9.6,Closed Container,5 - 10 years
T02115,F0220,Kalutara,2025-10-04,5:08,5,8,7:44,2.6,4.0,0.56,False,0.0,Open Container,3 - 5 years
T01141,F0174,Kalutara,2025-10-04,8:53,8,53,14:17,5.4,13.5,0.27,True,6.1,Bucket,Less than 1 year
T07055,F0757,Galle,2025-10-04,6:17,6,17,9:23,3.1,4.5,2.14,False,0.0,Bucket,3 - 5 years
T00690,F0898,Matara,2025-10-04,7:22,7,22,11:22,4.0,7.3,0.48,False,0.0,Cup,1 - 3 years
T00113,F0261,Kalutara,2025-10-04,6:19,6,19,12:36,6.3,5.3,0.69,True,9.4,Open Container,Less than 1 year
T05649,F0896,Matara,2025-10-04,9:43,9,43,14:13,4.5,8.5,0.78,True,9.6,Cup,1 - 3 years
T08420,F0865,Colombo,2025-10-04,4:12,4,12,6:24,2.2,3.1,3.43,True,3.4,Open Container,5 - 10 years
T07394,F0193,Kalutara,2025-10-04,6:05,6,5,9:28,3.4,5.1,1.8,True,6.0,Closed Container,3 - 5 years
T06012,F0590,Ratnapura,2025-10-04,9:18,9,18,13:42,4.4,8.9,1.08,True,3.8,Closed Container,1 - 3 years
T09037,F0810,Galle,2025-10-04,6:02,6,2,10:07,4.1,4.5,1.55,False,0.0,Open Container,3 - 5 years
T04049,F0752,Galle,2025-10-04,4:16,4,16,5:58,1.7,3.2,5.44,True,8.0,Closed Container,More than 10 years
T05027,F0776,Galle,2025-10-04,4:37,4,37,6:49,2.2,5.2,1.31,False,0.0,Closed Container,5 - 10 years
