time,temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),relative_humidity_2m_max (%),relative_humidity_2m_min (%),precipitation_sum (mm),wind_speed_10m_max (km/h),district,year
3/27/2026,35.6,22.4,28.3,98,39,2.4,14.3,Rathnapura,2026
3/28/2026,35.8,23.2,27.7,98,37,2.0,14.0,Rathnapura,2026
3/29/2026,35.5,23.7,27.9,98,39,9.8,14.6,Rathnapura,2026
3/30/2026,35.4,22.9,28.1,98,35,0.4,14.1,Rathnapura,2026
3/31/2026,34.8,23.1,28.2,99,39,1.4,10.8,Rathnapura,2026
4/1/2026,35.8,21.8,28.0,98,36,1.0,19.1,Rathnapura,2026
4/2/2026,33.5,24.0,26.7,100,52,1.5,10.1,Rathnapura,2026
4/3/2026,35.3,22.9,26.8,100,45,10.3,9.0,Rathnapura,2026
4/4/2026,33.8,23.1,26.9,100,51,3.3,10.2,Rathnapura,2026
4/5/2026,33.9,24.1,27.7,100,53,4.7,14.4,Rathnapura,2026
4/6/2026,33.8,23.2,27.2,99,56,12.0,19.4,Rathnapura,2026
4/7/2026,33.9,23.8,27.9,100,55,2.9,11.8,Rathnapura,2026
4/8/2026,34.8,24.0,27.6,100,52,3.3,14.8,Rathnapura,2026
4/9/2026,33.1,23.8,27.2,97,56,2.1,11.3,Rathnapura,2026
4/10/2026,34.7,23.6,27.4,96,43,9.7,11.7,Rathnapura,2026
4/11/2026,33.8,23.8,27.8,99,52,3.7,13.1,Rathnapura,2026
4/12/2026,32.2,23.9,26.7,100,64,14.7,8.8,Rathnapura,2026
4/13/2026,32.7,24.2,26.6,99,62,11.4,8.5,Rathnapura,2026
4/14/2026,34.1,24.2,27.3,99,54,2.6,6.9,Rathnapura,2026
4/15/2026,33.9,24.3,27.5,100,55,3.4,14.9,Rathnapura,2026
4/16/2026,32.0,24.5,26.7,100,64,5.8,10.5,Rathnapura,2026
4/17/2026,35.8,23.3,28.1,100,39,0.5,13.6,Rathnapura,2026
4/18/2026,35.6,23.0,28.2,97,40,0.9,11.8,Rathnapura,2026
4/19/2026,34.4,24.0,28.2,100,46,0.8,9.3,Rathnapura,2026
4/20/2026,33.9,23.6,27.1,99,55,10.4,7.7,Rathnapura,2026
4/21/2026,34.6,23.9,27.2,99,50,14.3,6.1,Rathnapura,2026
4/22/2026,34.4,23.2,26.9,99,52,16.0,11.9,Rathnapura,2026
4/23/2026,32.7,24.2,26.9,100,60,10.6,10.6,Rathnapura,2026
4/24/2026,31.2,24.5,26.8,99,66,5.0,5.9,Rathnapura,2026
4/25/2026,34.5,23.0,28.2,99,47,0.9,10.1,Rathnapura,2026
4/26/2026,35.1,23.2,27.8,100,49,8.3,8.4,Rathnapura,2026
4/27/2026,32.2,24.2,27.0,100,62,9.8,9.0,Rathnapura,2026
4/28/2026,33.4,24.1,26.8,100,58,8.9,10.3,Rathnapura,2026
4/29/2026,34.0,23.7,27.1,99,56,4.7,16.5,Rathnapura,2026
4/30/2026,34.1,24.1,27.0,100,55,22.4,11.9,Rathnapura,2026
5/1/2026,33.5,23.6,27.1,98,59,6.8,11.3,Rathnapura,2026
5/2/2026,32.0,23.8,26.6,99,65,12.2,9.8,Rathnapura,2026
1/1/2024,27.1,23.7,25.0,97,85,36.7,10.3,Galle,2024
1/2/2024,28.8,23.4,25.8,96,80,11.1,10.8,Galle,2024
1/3/2024,29.5,23.0,25.8,97,79,11.7,10.0,Galle,2024
1/4/2024,30.6,23.2,25.9,98,64,12.7,11.0,Galle,2024
1/5/2024,29.5,22.5,25.7,97,74,15.0,9.0,Galle,2024
1/6/2024,30.2,23.4,25.7,95,72,15.3,10.9,Galle,2024
1/7/2024,28.6,23.2,25.2,97,78,17.4,10.1,Galle,2024
1/8/2024,27.5,23.5,24.9,97,83,11.4,9.7,Galle,2024
1/9/2024,28.1,23.6,25.3,97,78,13.6,17.5,Galle,2024
1/10/2024,25.5,23.9,24.7,96,88,20.8,22.8,Galle,2024
1/11/2024,30.6,22.4,25.6,97,71,21.7,13.6,Galle,2024
1/12/2024,31.0,22.4,26.2,96,57,0.0,10.0,Galle,2024
1/13/2024,29.3,22.3,25.8,94,70,1.4,11.0,Galle,2024
1/14/2024,29.0,22.3,25.8,96,71,0.3,9.9,Galle,2024
1/15/2024,28.2,21.5,25.1,96,68,0.0,12.3,Galle,2024
1/16/2024,29.0,19.8,24.4,93,59,0.4,14.0,Galle,2024
1/17/2024,30.2,21.0,25.1,96,61,0.6,14.7,Galle,2024
1/18/2024,29.5,22.5,25.8,97,68,2.4,9.2,Galle,2024
1/19/2024,29.6,23.2,25.5,98,73,4.8,10.1,Galle,2024
1/20/2024,30.9,23.5,25.9,94,64,4.5,13.8,Galle,2024
1/21/2024,31.9,22.7,26.9,96,57,0.4,12.2,Galle,2024
1/22/2024,30.0,23.5,26.4,96,73,2.5,8.2,Galle,2024
1/23/2024,29.8,23.1,26.2,93,69,2.7,17.0,Galle,2024
1/24/2024,29.9,22.7,25.8,88,64,0.1,18.0,Galle,2024
1/25/2024,31.0,21.5,25.8,84,54,0.0,17.7,Galle,2024
1/26/2024,31.3,22.0,26.1,93,51,0.2,17.7,Galle,2024
1/27/2024,30.9,22.7,26.4,97,61,0.5,12.8,Galle,2024
1/28/2024,29.9,23.1,26.3,97,67,2.0,10.1,Galle,2024
1/29/2024,29.4,23.7,26.1,94,73,9.5,14.8,Galle,2024
1/30/2024,30.0,22.8,26.0,97,71,8.3,14.8,Galle,2024
1/31/2024,29.9,23.4,26.3,97,75,0.6,10.0,Galle,2024
2/1/2024,30.0,24.0,26.3,96,73,4.5,9.6,Galle,2024
2/2/2024,31.4,23.6,26.8,92,61,2.2,12.5,Galle,2024
2/3/2024,32.1,23.7,27.1,94,54,1.1,13.3,Galle,2024
2/4/2024,30.5,23.1,25.8,97,68,7.0,9.0,Galle,2024
2/5/2024,30.0,23.3,25.6,98,73,5.4,11.3,Galle,2024
2/6/2024,32.3,22.5,26.3,99,56,0.1,16.0,Galle,2024
2/7/2024,32.2,21.9,26.6,94,49,0.2,15.4,Galle,2024
2/8/2024,29.7,21.4,25.6,94,68,0.4,13.7,Galle,2024
2/9/2024,32.5,21.2,26.4,97,48,0.1,16.3,Galle,2024
2/10/2024,33.0,22.9,27.4,93,45,0.1,20.7,Galle,2024
2/11/2024,33.0,23.3,27.3,89,48,0.0,17.6,Galle,2024
2/12/2024,33.1,22.6,27.2,89,51,3.0,16.6,Galle,2024
2/13/2024,32.7,24.1,27.1,91,50,3.2,12.9,Galle,2024
2/14/2024,33.2,23.5,27.1,94,49,14.5,11.4,Galle,2024
2/15/2024,31.5,24.1,26.8,96,62,4.1,10.2,Galle,2024
2/16/2024,31.3,22.8,26.3,98,63,6.4,9.4,Galle,2024
2/17/2024,32.0,22.9,26.8,96,56,2.7,12.7,Galle,2024
2/18/2024,31.6,23.5,27.0,96,61,0.3,14.6,Galle,2024
2/19/2024,34.1,22.5,28.1,89,46,0.1,16.9,Galle,2024
2/20/2024,32.5,24.4,27.6,96,57,2.7,16.5,Galle,2024
2/21/2024,33.7,23.6,27.6,98,52,0.4,16.3,Galle,2024
2/22/2024,31.0,24.5,26.9,95,65,5.0,11.0,Galle,2024
2/23/2024,32.9,23.5,27.4,97,55,0.9,14.8,Galle,2024
2/24/2024,31.2,23.9,27.4,97,61,2.3,11.7,Galle,2024
2/25/2024,33.5,24.1,27.9,89,46,1.2,19.6,Galle,2024
2/26/2024,34.3,23.6,28.7,92,45,0.8,15.5,Galle,2024
2/27/2024,35.2,24.1,28.5,91,39,2.1,19.3,Galle,2024
2/28/2024,30.5,24.6,27.3,94,66,4.0,11.0,Galle,2024
2/29/2024,31.8,23.9,27.0,96,56,5.3,13.7,Galle,2024
3/1/2024,32.3,22.8,27.0,98,54,0.6,12.5,Galle,2024
3/2/2024,32.8,23.0,27.2,95,49,0.3,14.1,Galle,2024
3/3/2024,33.5,23.4,27.4,95,43,0.6,15.5,Galle,2024
3/4/2024,31.6,23.1,27.1,94,58,1.2,19.6,Galle,2024
3/5/2024,30.9,22.9,27.0,96,58,0.2,13.5,Galle,2024
3/6/2024,30.5,23.9,27.0,93,62,1.6,12.3,Galle,2024
3/7/2024,32.3,24.5,27.5,91,55,0.3,15.9,Galle,2024
3/8/2024,30.0,24.4,26.7,96,70,5.4,10.4,Galle,2024
3/9/2024,31.9,23.9,27.3,95,61,0.1,14.3,Galle,2024
3/10/2024,32.0,22.5,27.2,95,56,0.5,14.3,Galle,2024
3/11/2024,32.4,23.5,27.6,95,52,0.5,12.8,Galle,2024
3/12/2024,33.2,24.4,28.0,90,49,1.9,10.8,Galle,2024
3/13/2024,32.5,22.8,26.9,97,51,8.0,15.2,Galle,2024
3/14/2024,32.0,23.1,27.5,95,57,0.5,17.5,Galle,2024
3/15/2024,30.8,24.0,27.7,95,61,1.0,11.5,Galle,2024
3/16/2024,32.5,24.0,28.0,90,52,0.9,18.9,Galle,2024
3/17/2024,33.7,24.2,28.3,88,39,0.0,22.5,Galle,2024
3/18/2024,31.8,23.5,27.6,86,54,1.6,14.5,Galle,2024
3/19/2024,34.0,22.6,28.0,96,40,1.0,16.5,Galle,2024
3/20/2024,34.3,23.6,28.4,78,38,0.0,18.5,Galle,2024
3/21/2024,33.0,25.0,27.8,96,57,4.5,15.0,Galle,2024
3/22/2024,32.0,23.8,26.8,97,63,6.6,14.0,Galle,2024
3/23/2024,32.0,23.9,26.3,97,67,13.0,14.0,Galle,2024
3/24/2024,31.1,24.5,26.6,96,71,14.8,12.6,Galle,2024
3/25/2024,32.8,23.6,27.7,97,56,4.4,12.2,Galle,2024
3/26/2024,31.5,24.5,27.1,96,69,9.0,14.0,Galle,2024
3/27/2024,29.8,23.0,26.4,96,77,15.4,14.8,Galle,2024
3/28/2024,32.1,24.8,27.5,94,61,10.5,11.9,Galle,2024
3/29/2024,31.6,24.6,28.0,95,60,0.6,13.1,Galle,2024
3/30/2024,32.3,24.7,27.7,91,55,1.8,10.4,Galle,2024
3/31/2024,30.8,24.8,27.5,94,70,3.5,10.4,Galle,2024
4/1/2024,31.1,25.4,27.4,93,66,12.4,9.1,Galle,2024
4/2/2024,31.5,24.5,27.6,93,67,11.2,13.0,Galle,2024
4/3/2024,30.5,24.4,27.1,94,73,5.3,11.0,Galle,2024
4/4/2024,30.8,24.9,27.5,94,72,2.1,11.7,Galle,2024
4/5/2024,30.4,24.6,27.5,96,74,1.3,13.7,Galle,2024
4/6/2024,30.9,24.9,27.7,96,72,2.9,12.5,Galle,2024
4/7/2024,30.4,24.5,27.1,96,77,2.3,11.5,Galle,2024
4/8/2024,30.8,24.0,27.2,96,75,1.5,11.9,Galle,2024
4/9/2024,33.9,24.5,28.4,95,45,0.9,18.4,Galle,2024
4/10/2024,33.2,24.5,28.1,90,52,3.1,14.8,Galle,2024
4/11/2024,32.2,25.2,27.4,93,61,24.6,13.9,Galle,2024
4/12/2024,30.9,24.1,26.3,97,72,22.4,14.5,Galle,2024
4/13/2024,31.6,24.3,27.4,94,65,6.2,14.8,Galle,2024
4/14/2024,32.0,23.8,26.9,96,61,18.4,13.3,Galle,2024
4/15/2024,31.4,24.8,26.8,95,67,17.0,18.2,Galle,2024
4/16/2024,30.3,23.9,27.3,97,74,8.7,18.1,Galle,2024
4/17/2024,30.7,24.8,27.6,94,73,1.3,12.0,Galle,2024
4/18/2024,31.2,25.0,27.9,95,71,0.7,13.7,Galle,2024
4/19/2024,30.8,25.2,27.9,95,78,1.2,16.7,Galle,2024
4/20/2024,31.8,24.8,28.3,95,69,2.8,15.5,Galle,2024
4/21/2024,31.2,24.5,28.3,92,72,0.6,10.8,Galle,2024
4/22/2024,31.1,25.2,28.0,96,73,2.0,13.0,Galle,2024
4/23/2024,31.1,25.4,28.2,96,76,1.5,11.0,Galle,2024
4/24/2024,31.1,25.8,28.1,95,74,6.4,14.8,Galle,2024
4/25/2024,30.7,23.7,27.8,97,72,5.8,10.3,Galle,2024
4/26/2024,31.8,25.5,28.4,96,67,1.2,11.9,Galle,2024
4/27/2024,30.2,25.5,27.1,95,78,16.6,13.4,Galle,2024
4/28/2024,31.9,25.0,27.7,96,72,14.9,10.2,Galle,2024
4/29/2024,31.1,25.2,27.5,97,78,12.8,13.8,Galle,2024
4/30/2024,31.5,24.5,27.1,96,75,15.1,19.5,Galle,2024
5/1/2024,30.9,24.1,27.3,96,75,2.7,12.7,Galle,2024
5/2/2024,31.6,24.9,28.4,93,72,0.4,11.7,Galle,2024
5/3/2024,31.1,26.8,28.9,96,75,2.7,12.8,Galle,2024
5/4/2024,31.0,26.0,28.5,96,79,1.2,14.1,Galle,2024
5/5/2024,30.4,26.1,28.0,93,79,2.6,17.2,Galle,2024
5/6/2024,31.8,26.5,28.4,93,72,3.1,14.8,Galle,2024
5/7/2024,30.6,25.3,27.6,95,76,4.7,16.4,Galle,2024
5/8/2024,29.5,24.3,27.4,95,78,3.1,11.2,Galle,2024
5/9/2024,30.2,24.6,27.2,98,79,40.9,15.3,Galle,2024
5/10/2024,29.5,24.6,27.3,97,79,5.8,11.7,Galle,2024
5/11/2024,31.1,25.4,27.7,96,76,9.9,11.7,Galle,2024
5/12/2024,29.9,25.0,26.9,97,78,11.0,11.2,Galle,2024
5/13/2024,31.0,24.8,27.8,96,71,0.6,10.9,Galle,2024
5/14/2024,30.2,24.8,26.9,97,77,23.5,12.5,Galle,2024
5/15/2024,30.2,25.1,27.4,97,74,5.7,11.4,Galle,2024
5/16/2024,29.8,24.6,26.8,97,76,10.5,10.9,Galle,2024
5/17/2024,29.4,24.8,26.6,96,80,10.9,16.4,Galle,2024
5/18/2024,28.0,25.4,26.2,96,84,27.5,19.8,Galle,2024
5/19/2024,27.0,24.9,25.8,97,89,49.6,16.5,Galle,2024
5/20/2024,27.0,24.6,25.7,96,90,39.6,21.3,Galle,2024
5/21/2024,29.2,23.9,26.8,96,81,22.6,24.2,Galle,2024
5/22/2024,29.5,25.1,27.3,93,76,35.5,33.4,Galle,2024
5/23/2024,29.9,25.8,27.6,92,76,42.8,32.2,Galle,2024
5/24/2024,29.5,26.5,27.9,89,76,11.3,33.0,Galle,2024
5/25/2024,28.1,25.8,26.6,91,84,52.4,32.4,Galle,2024
5/26/2024,29.5,25.0,27.2,94,79,39.7,26.4,Galle,2024
5/27/2024,29.1,25.5,26.9,94,80,67.1,24.3,Galle,2024
5/28/2024,29.1,25.2,26.9,94,75,50.1,25.5,Galle,2024
5/29/2024,29.0,25.5,27.7,94,75,11.7,27.6,Galle,2024
5/30/2024,29.7,24.9,27.5,94,78,21.4,28.0,Galle,2024
5/31/2024,29.7,25.1,27.5,96,77,14.6,22.5,Galle,2024
6/1/2024,28.0,24.4,26.2,96,86,22.5,14.8,Galle,2024
6/2/2024,28.2,24.2,26.0,96,84,47.2,20.3,Galle,2024
6/3/2024,29.3,24.4,26.8,96,77,13.6,19.2,Galle,2024
6/4/2024,28.9,25.8,27.3,91,78,4.7,17.3,Galle,2024
6/5/2024,29.5,25.0,27.4,95,75,3.5,17.8,Galle,2024
6/6/2024,29.1,25.5,27.1,92,77,4.3,15.8,Galle,2024
6/7/2024,28.9,25.5,27.0,95,76,6.3,19.9,Galle,2024
6/8/2024,29.2,24.6,26.9,94,77,7.2,19.6,Galle,2024
6/9/2024,29.1,24.2,26.9,94,75,10.6,19.8,Galle,2024
6/10/2024,29.5,25.9,27.6,91,75,6.3,22.2,Galle,2024
6/11/2024,29.1,26.1,27.4,90,75,9.9,24.2,Galle,2024
6/12/2024,29.3,25.0,27.3,94,76,5.4,22.1,Galle,2024
6/13/2024,29.8,26.8,27.9,85,74,2.5,22.5,Galle,2024
6/14/2024,29.8,26.2,27.8,89,73,3.8,20.9,Galle,2024
6/15/2024,29.5,24.6,27.1,94,73,8.4,24.4,Galle,2024
6/16/2024,29.4,24.7,27.3,95,75,3.4,22.8,Galle,2024
6/17/2024,29.5,25.6,27.4,91,76,3.3,19.8,Galle,2024
6/18/2024,29.5,25.0,27.0,94,76,4.5,19.9,Galle,2024
6/19/2024,29.3,24.4,26.5,95,77,21.3,22.5,Galle,2024
6/20/2024,29.4,24.6,26.9,92,73,12.0,23.9,Galle,2024
6/21/2024,28.5,24.9,26.7,93,75,17.4,23.8,Galle,2024
6/22/2024,29.0,24.8,26.4,94,76,27.1,24.5,Galle,2024
6/23/2024,29.4,24.8,26.9,93,74,19.4,26.3,Galle,2024
6/24/2024,29.7,24.6,26.9,94,77,16.9,22.5,Galle,2024
6/25/2024,27.4,24.5,26.0,94,84,21.8,19.8,Galle,2024
6/26/2024,28.1,24.7,26.1,95,81,18.5,22.2,Galle,2024
6/27/2024,29.5,25.9,27.5,90,73,4.6,20.2,Galle,2024
6/28/2024,29.3,24.5,26.7,97,75,3.6,18.7,Galle,2024
6/29/2024,29.3,25.0,27.1,93,73,2.3,18.3,Galle,2024
6/30/2024,29.5,25.0,27.1,95,75,3.8,14.7,Galle,2024
7/1/2024,28.4,24.9,26.5,95,78,3.8,17.7,Galle,2024
7/2/2024,29.5,25.6,27.4,92,74,2.9,20.0,Galle,2024
7/3/2024,29.6,25.4,27.2,95,77,6.5,18.5,Galle,2024
7/4/2024,29.0,24.2,26.4,96,78,12.2,15.2,Galle,2024
7/5/2024,27.6,24.2,25.9,95,81,28.3,16.9,Galle,2024
7/6/2024,29.2,24.4,26.9,94,76,4.9,19.7,Galle,2024
7/7/2024,29.3,25.0,27.0,95,73,6.7,17.2,Galle,2024
7/8/2024,28.6,24.1,26.5,96,71,7.9,22.8,Galle,2024
7/9/2024,29.6,25.5,27.5,90,70,1.4,19.8,Galle,2024
7/10/2024,29.6,25.6,27.4,89,72,3.7,18.8,Galle,2024
7/11/2024,29.5,24.8,27.2,96,73,5.8,20.2,Galle,2024
7/12/2024,29.5,26.1,27.4,90,74,6.2,21.0,Galle,2024
7/13/2024,27.8,24.9,25.8,95,83,14.5,26.1,Galle,2024
7/14/2024,29.3,26.0,27.6,88,73,2.3,26.3,Galle,2024
7/15/2024,28.5,24.4,26.7,94,81,7.1,25.3,Galle,2024
7/16/2024,29.1,24.9,26.8,94,78,5.9,23.0,Galle,2024
7/17/2024,28.5,25.2,26.8,95,78,6.8,17.6,Galle,2024
7/18/2024,28.0,25.2,26.4,94,80,5.1,20.9,Galle,2024
7/19/2024,29.6,26.1,27.6,91,73,3.7,24.6,Galle,2024
7/20/2024,30.0,26.4,27.9,89,74,1.1,20.0,Galle,2024
7/21/2024,30.1,26.1,27.7,91,71,0.1,17.4,Galle,2024
7/22/2024,28.6,25.1,26.7,94,78,2.9,16.6,Galle,2024
7/23/2024,29.5,25.1,27.3,94,77,2.4,15.0,Galle,2024
7/24/2024,29.6,26.0,27.7,93,75,2.6,19.5,Galle,2024
7/25/2024,29.7,25.4,27.6,91,75,1.6,21.0,Galle,2024
7/26/2024,29.8,26.3,27.8,90,74,1.6,25.6,Galle,2024
7/27/2024,30.0,26.6,27.9,89,75,6.1,26.6,Galle,2024
7/28/2024,29.6,24.7,27.2,95,70,42.6,23.0,Galle,2024
7/29/2024,29.1,23.8,26.2,96,76,28.4,23.4,Galle,2024
7/30/2024,29.0,23.5,26.3,96,80,8.9,22.7,Galle,2024
7/31/2024,29.3,24.4,26.5,95,77,11.6,20.5,Galle,2024
8/1/2024,28.6,24.8,26.3,95,80,10.6,17.9,Galle,2024
8/2/2024,28.6,25.1,26.5,94,78,9.9,16.6,Galle,2024
8/3/2024,28.9,25.1,27.0,93,77,5.4,17.7,Galle,2024
8/4/2024,29.0,24.3,26.8,93,75,10.6,23.5,Galle,2024
8/5/2024,28.6,26.0,27.0,88,74,8.8,24.7,Galle,2024
8/6/2024,29.4,25.4,27.2,93,72,1.4,18.0,Galle,2024
8/7/2024,29.8,25.6,27.5,91,70,0.7,20.1,Galle,2024
8/8/2024,29.1,24.2,26.7,95,76,7.9,21.7,Galle,2024
8/9/2024,29.5,26.0,27.4,86,70,1.0,22.5,Galle,2024
8/10/2024,28.8,24.5,26.8,94,76,5.7,20.1,Galle,2024
8/11/2024,28.1,25.1,26.4,94,79,9.3,16.3,Galle,2024
8/12/2024,29.3,24.1,25.9,96,76,15.9,15.9,Galle,2024
8/13/2024,26.5,24.5,25.4,96,87,15.2,16.7,Galle,2024
8/14/2024,28.0,24.5,26.2,93,79,4.2,14.8,Galle,2024
8/15/2024,28.4,24.3,26.6,96,78,6.7,18.9,Galle,2024
8/16/2024,27.6,24.7,25.9,95,83,52.4,19.5,Galle,2024
8/17/2024,27.5,24.9,26.2,93,78,23.5,23.8,Galle,2024
8/18/2024,28.5,24.6,26.7,94,78,8.4,17.5,Galle,2024
8/19/2024,28.0,24.4,26.0,96,82,38.9,21.5,Galle,2024
8/20/2024,27.5,24.3,25.7,94,81,23.9,18.6,Galle,2024
8/21/2024,26.7,24.5,25.3,96,86,29.3,18.8,Galle,2024
8/22/2024,29.1,24.0,26.6,96,74,2.2,15.7,Galle,2024
8/23/2024,29.2,24.9,26.9,93,77,2.6,16.6,Galle,2024
8/24/2024,29.1,25.4,27.1,90,73,2.4,18.6,Galle,2024
8/25/2024,29.4,24.9,27.0,92,71,5.2,22.7,Galle,2024
8/26/2024,29.3,25.4,27.3,90,69,1.5,19.0,Galle,2024
8/27/2024,29.5,25.3,27.3,90,69,1.4,18.4,Galle,2024
8/28/2024,29.6,25.5,27.4,88,68,0.1,19.5,Galle,2024
8/29/2024,29.1,24.8,27.3,90,72,8.6,22.9,Galle,2024
8/30/2024,28.2,24.5,25.8,95,79,19.6,19.7,Galle,2024
8/31/2024,27.9,24.2,25.6,95,80,37.8,16.6,Galle,2024
9/1/2024,28.7,24.1,25.9,94,77,37.7,20.0,Galle,2024
9/2/2024,29.0,24.1,26.1,97,78,29.5,24.1,Galle,2024
9/3/2024,27.6,24.5,25.7,94,83,34.6,22.3,Galle,2024
9/4/2024,28.4,25.1,26.5,93,79,14.3,24.2,Galle,2024
9/5/2024,29.6,25.9,27.5,90,73,7.0,24.9,Galle,2024
9/6/2024,28.6,25.5,27.1,89,76,4.0,25.8,Galle,2024
9/7/2024,29.1,26.2,27.6,86,76,2.9,22.0,Galle,2024
9/8/2024,29.4,25.2,27.3,91,73,6.5,23.7,Galle,2024
9/9/2024,29.1,24.8,27.1,94,76,4.9,22.1,Galle,2024
9/10/2024,28.0,24.4,26.2,93,77,10.4,20.6,Galle,2024
9/11/2024,29.0,24.2,26.5,95,76,10.4,20.3,Galle,2024
9/12/2024,29.5,24.0,26.6,96,72,5.6,19.8,Galle,2024
9/13/2024,29.1,24.7,27.1,94,74,4.5,20.6,Galle,2024
9/14/2024,28.4,25.2,26.8,93,80,15.3,19.7,Galle,2024
9/15/2024,29.5,23.8,27.4,97,75,13.4,24.6,Galle,2024
9/16/2024,29.2,24.2,26.7,96,76,13.0,22.7,Galle,2024
9/17/2024,29.4,24.8,26.8,93,76,11.9,23.7,Galle,2024
9/18/2024,28.5,25.5,26.8,89,78,4.6,22.2,Galle,2024
9/19/2024,28.4,25.3,26.5,88,76,3.3,19.4,Galle,2024
9/20/2024,29.5,24.4,26.9,95,72,5.6,21.6,Galle,2024
9/21/2024,27.6,23.5,25.6,96,82,14.3,22.4,Galle,2024
9/22/2024,28.5,23.5,26.4,95,75,10.0,25.7,Galle,2024
9/23/2024,28.5,24.9,27.0,94,74,2.3,22.4,Galle,2024
9/24/2024,29.1,24.0,26.7,97,75,11.0,24.4,Galle,2024
9/25/2024,28.7,24.6,26.6,94,78,6.6,20.9,Galle,2024
9/26/2024,29.4,25.2,26.9,92,75,3.5,23.4,Galle,2024
9/27/2024,29.4,22.8,26.4,97,76,5.1,18.8,Galle,2024
9/28/2024,30.1,24.7,26.7,94,75,6.7,12.8,Galle,2024
9/29/2024,30.0,23.9,26.0,95,71,19.1,15.3,Galle,2024
9/30/2024,29.8,23.6,26.2,94,76,9.4,16.6,Galle,2024
10/1/2024,29.7,24.6,27.0,93,73,0.6,18.0,Galle,2024
10/2/2024,29.6,24.8,26.9,94,73,5.6,18.6,Galle,2024
10/3/2024,29.6,25.6,27.3,91,73,1.6,17.7,Galle,2024
10/4/2024,29.9,26.1,27.8,86,71,0.6,15.5,Galle,2024
10/5/2024,29.7,25.2,27.4,93,72,2.9,17.2,Galle,2024
10/6/2024,29.5,23.9,27.0,93,72,1.6,14.7,Galle,2024
10/7/2024,28.6,23.4,25.4,97,70,19.8,18.5,Galle,2024
10/8/2024,29.0,24.1,26.2,95,70,7.6,15.1,Galle,2024
10/9/2024,29.0,23.5,26.0,96,75,18.4,16.8,Galle,2024
10/10/2024,27.6,23.4,24.9,97,83,28.4,21.2,Galle,2024
10/11/2024,27.5,24.0,25.5,95,81,25.9,22.9,Galle,2024
10/12/2024,28.0,24.4,25.5,96,77,23.4,23.6,Galle,2024
10/13/2024,27.0,24.0,25.1,95,85,28.8,18.9,Galle,2024
10/14/2024,25.1,24.0,24.5,95,87,36.6,23.1,Galle,2024
10/15/2024,28.8,24.5,26.4,94,76,5.3,20.5,Galle,2024
10/16/2024,28.6,24.6,26.4,94,80,4.8,20.4,Galle,2024
10/17/2024,29.5,24.9,27.3,93,70,1.4,20.4,Galle,2024
10/18/2024,29.7,24.7,27.1,93,70,0.5,17.8,Galle,2024
10/19/2024,29.0,25.3,27.0,90,72,2.8,16.9,Galle,2024
10/20/2024,28.3,24.3,26.1,94,78,3.0,14.7,Galle,2024
10/21/2024,28.0,24.4,25.9,95,80,2.6,11.5,Galle,2024
10/22/2024,27.4,23.6,25.4,97,84,13.9,11.7,Galle,2024
10/23/2024,26.8,23.4,24.9,98,85,31.4,14.4,Galle,2024
10/24/2024,29.2,23.5,26.6,96,70,2.5,19.0,Galle,2024
10/25/2024,29.1,24.5,27.0,92,73,2.7,16.2,Galle,2024
10/26/2024,29.1,23.3,25.9,95,72,2.7,18.6,Galle,2024
10/27/2024,28.5,23.8,26.1,96,78,2.3,18.4,Galle,2024
10/28/2024,28.2,23.5,25.8,96,79,6.7,18.7,Galle,2024
10/29/2024,29.3,24.0,26.7,96,73,3.6,20.3,Galle,2024
10/30/2024,29.8,24.0,26.8,96,72,0.8,17.3,Galle,2024
10/31/2024,28.3,23.5,25.8,98,81,6.9,11.2,Galle,2024
11/1/2024,28.4,23.2,25.6,97,80,8.7,9.9,Galle,2024
11/2/2024,27.3,24.0,25.5,96,80,2.3,12.2,Galle,2024
11/3/2024,28.4,23.0,25.4,98,78,7.6,11.5,Galle,2024
11/4/2024,26.4,22.8,24.7,97,83,14.0,11.8,Galle,2024
11/5/2024,27.6,23.0,24.8,96,79,28.9,13.6,Galle,2024
11/6/2024,30.0,22.6,26.1,96,66,0.0,14.2,Galle,2024
11/7/2024,30.0,23.9,26.8,91,69,0.3,19.8,Galle,2024
11/8/2024,27.2,23.8,25.2,96,81,22.1,19.0,Galle,2024
11/9/2024,30.1,23.5,25.5,95,72,13.6,11.4,Galle,2024
11/10/2024,30.8,22.1,26.1,96,61,0.6,11.4,Galle,2024
11/11/2024,29.9,23.3,26.5,93,67,0.8,10.0,Galle,2024
11/12/2024,29.9,23.9,26.0,96,75,7.8,16.5,Galle,2024
11/13/2024,30.4,23.3,25.8,97,71,17.7,10.0,Galle,2024
11/14/2024,28.6,23.5,25.8,97,77,11.8,13.0,Galle,2024
11/15/2024,29.5,23.6,25.5,96,74,15.7,14.1,Galle,2024
11/16/2024,29.9,23.0,26.1,96,72,2.7,14.9,Galle,2024
11/17/2024,31.3,24.1,26.7,93,61,2.7,13.6,Galle,2024
11/18/2024,29.6,23.2,25.4,97,75,23.0,12.2,Galle,2024
11/19/2024,30.1,23.0,25.2,99,72,31.4,11.2,Galle,2024
11/20/2024,28.3,22.4,24.8,97,76,14.5,12.3,Galle,2024
