farmer_id,farmer_name,experience,district,land_size,tree_count,date,season,tapping_hour,tapping_minute,tapping_time,collection_gap_hours,storage_duration_hours,latex_quantity_kg,ammonia_added,ammonia_amount_ml,container_type,temperature_c,humidity_percent,rainfall_mm,vfa_value,drc_value,quality_grade
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-09,dry,7,12,7:12,2.9,3.4,3.6,True,9.0,Closed Container,29.3,68.5,3.4,0.0383,34.73,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-09,dry,6,26,6:26,4.2,3.8,7.9,False,0.0,Closed Container,29.3,72.2,17.4,0.0711,36.04,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-10,dry,4,47,4:47,2.7,3.6,5.3,True,7.4,Bucket,31.4,68.9,2.9,0.0475,38.43,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2026-01-10,dry,6,13,6:13,2.2,2.5,6.5,True,8.1,Closed Container,29.7,71.2,27.6,0.0217,36.11,Grade 1
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-11,dry,6,33,6:33,4.6,9.9,3.9,True,5.8,Closed Container,28.7,61.8,3.4,0.0952,34.28,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-12,dry,5,53,5:53,3.8,4.7,2.2,False,0.0,Open Container,30.6,69.7,8.3,0.0806,37.56,Rejected
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-12,dry,6,34,6:34,3.0,3.2,5.6,True,9.6,Closed Container,30.2,65.8,0.8,0.0324,35.14,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2026-01-12,dry,5,27,5:27,2.3,3.7,4.4,True,3.1,Closed Container,30.1,64.6,0.3,0.0377,40.31,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-12,dry,6,53,6:53,2.3,2.6,3.4,True,5.4,Closed Container,29.1,65.5,14.4,0.0352,35.34,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-12,dry,4,56,4:56,2.0,1.5,2.0,True,9.9,Bucket,27.5,63.1,20.8,0.0204,38.75,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2026-01-12,dry,4,42,4:42,2.5,3.0,6.2,True,4.9,Closed Container,31.1,70.6,21.0,0.0336,37.19,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-12,dry,8,16,8:16,5.7,13.9,4.9,True,8.7,Cup,29.6,72.9,9.6,0.12,32.17,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-12,dry,8,59,8:59,3.0,2.3,2.1,False,0.0,Open Container,30.2,70.4,28.1,0.0762,33.74,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-12,dry,4,59,4:59,1.8,2.5,6.0,True,7.1,Closed Container,29.1,68.8,11.9,0.0195,38.44,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-13,dry,4,41,4:41,1.6,1.2,3.4,True,6.3,Bucket,31.3,61.1,16.2,0.0252,37.77,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2026-01-14,dry,6,52,6:52,2.5,3.1,7.9,True,5.9,Closed Container,30.3,73.8,16.8,0.0318,36.47,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-14,dry,7,0,7:00,2.6,7.1,2.8,True,4.8,Bucket,31.4,67.2,19.6,0.0786,34.14,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-14,dry,5,51,5:51,4.4,7.1,4.7,True,6.7,Bucket,30.8,65.7,23.0,0.0745,36.66,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-15,dry,7,16,7:16,2.2,6.0,5.0,False,0.0,Bucket,31.3,71.4,15.5,0.0836,35.76,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-15,dry,8,15,8:15,3.9,5.9,6.0,True,4.2,Open Container,29.4,67.6,13.7,0.0843,34.61,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-15,dry,6,40,6:40,2.6,1.4,1.4,True,9.4,Closed Container,27.1,62.0,4.0,0.0195,37.6,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-15,dry,4,34,4:34,1.8,2.2,5.8,True,3.8,Closed Container,28.5,71.1,14.8,0.0287,37.94,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-15,dry,8,37,8:37,3.1,5.6,4.8,True,6.9,Closed Container,31.7,61.8,16.0,0.0674,33.9,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-16,dry,10,17,10:17,4.5,9.9,4.9,True,5.4,Open Container,28.3,66.5,15.0,0.1199,33.93,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-16,dry,6,30,6:30,5.9,11.6,6.2,False,0.0,Closed Container,29.4,60.3,13.4,0.12,34.82,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-16,dry,4,49,4:49,2.8,3.9,3.8,True,4.2,Closed Container,28.9,72.2,8.9,0.0407,36.89,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2026-01-16,dry,5,33,5:33,2.2,2.8,7.6,True,8.9,Closed Container,29.0,60.9,19.4,0.0195,37.66,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-16,dry,7,30,7:30,5.4,11.8,1.4,False,0.0,Bucket,29.0,69.2,25.8,0.12,36.09,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-17,dry,7,12,7:12,3.6,9.2,2.1,False,0.0,Closed Container,30.6,75.0,18.9,0.1069,35.15,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-17,dry,7,2,7:02,2.4,3.5,5.0,True,4.1,Open Container,29.6,69.4,10.1,0.0575,34.47,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2026-01-17,dry,4,25,4:25,1.6,3.6,6.0,False,0.0,Closed Container,29.1,70.6,14.8,0.0459,37.16,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-18,dry,5,14,5:14,3.3,3.1,2.0,True,4.2,Closed Container,28.8,74.4,8.0,0.038,35.87,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-18,dry,5,52,5:52,2.3,5.2,2.3,False,0.0,Bucket,31.9,69.5,13.3,0.083,36.4,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-18,dry,10,56,10:56,4.9,10.5,4.0,False,0.0,Open Container,29.4,70.5,29.9,0.12,31.6,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-18,dry,6,45,6:45,3.3,4.5,4.8,True,9.8,Closed Container,31.0,65.6,28.3,0.0492,34.22,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-19,dry,5,53,5:53,2.9,5.8,3.5,True,7.6,Closed Container,30.4,74.0,0.6,0.0549,35.02,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-19,dry,8,57,8:57,2.1,6.1,1.8,True,7.3,Closed Container,29.2,66.9,9.1,0.06,33.95,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2026-01-19,dry,5,31,5:31,2.8,1.8,3.4,False,0.0,Closed Container,31.2,60.1,16.2,0.0398,38.84,Grade 2
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-19,dry,7,7,7:07,3.6,5.2,5.8,False,0.0,Open Container,27.6,71.8,5.0,0.0918,34.21,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-19,dry,7,9,7:09,2.4,7.5,1.7,True,5.8,Closed Container,31.6,73.9,9.1,0.0697,35.96,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-21,dry,8,41,8:41,3.7,4.3,3.1,True,7.1,Closed Container,30.2,60.3,10.8,0.0538,32.46,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-21,dry,4,56,4:56,1.5,3.6,6.4,True,8.0,Closed Container,29.1,71.4,3.1,0.0308,41.11,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-21,dry,7,36,7:36,2.8,5.4,3.3,True,5.5,Closed Container,31.7,64.5,21.4,0.0551,37.43,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-21,dry,8,25,8:25,3.4,7.7,4.9,False,0.0,Open Container,31.0,63.5,28.3,0.12,34.12,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-21,dry,6,17,6:17,1.6,1.0,7.7,True,4.6,Bucket,29.6,66.1,8.7,0.0314,35.43,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-22,dry,7,37,7:37,2.6,4.4,1.1,False,0.0,Closed Container,29.6,65.3,7.9,0.0603,36.65,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2026-01-22,dry,6,0,6:00,2.0,3.6,1.7,True,9.0,Closed Container,29.7,68.2,20.8,0.0338,37.01,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-22,dry,6,7,6:07,2.5,3.6,4.0,True,3.8,Closed Container,28.5,74.9,1.3,0.0396,35.6,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-22,dry,5,21,5:21,2.0,4.9,1.7,True,7.2,Bucket,29.9,65.5,26.9,0.0478,37.24,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-22,dry,9,57,9:57,4.8,7.3,5.1,True,4.3,Open Container,29.8,69.4,22.0,0.1077,32.59,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-22,dry,8,36,8:36,4.0,4.0,3.0,False,0.0,Closed Container,30.0,65.7,12.0,0.0791,35.94,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-22,dry,8,39,8:39,4.0,3.5,1.9,True,9.9,Open Container,30.5,64.0,6.3,0.0646,33.97,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-23,dry,4,33,4:33,2.7,1.8,6.5,True,8.7,Closed Container,29.3,62.3,13.1,0.0236,37.38,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-23,dry,6,16,6:16,1.6,2.7,1.4,False,0.0,Closed Container,29.0,75.0,13.6,0.0411,35.31,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-23,dry,7,41,7:41,2.2,3.0,1.2,False,0.0,Open Container,29.9,72.9,25.7,0.0669,35.92,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-23,dry,7,33,7:33,3.1,6.4,3.7,True,7.1,Closed Container,31.9,73.5,8.7,0.0601,34.03,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-24,dry,8,2,8:02,2.1,2.9,5.2,True,5.4,Bucket,30.5,71.5,8.4,0.0495,32.5,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-24,dry,6,45,6:45,2.3,6.5,5.2,True,7.2,Closed Container,29.6,66.1,16.2,0.0611,36.2,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-24,dry,6,33,6:33,2.1,3.0,1.3,True,4.6,Closed Container,28.7,61.9,5.7,0.0358,36.67,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-24,dry,6,32,6:32,4.7,10.5,3.0,False,0.0,Closed Container,30.8,68.6,22.8,0.118,33.61,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-25,dry,6,22,6:22,1.8,1.1,6.1,True,5.5,Closed Container,29.7,73.4,20.0,0.0217,37.29,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-25,dry,7,27,7:27,3.2,2.4,4.1,True,6.9,Open Container,28.4,67.9,15.6,0.0507,35.98,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-25,dry,6,56,6:56,1.8,2.8,3.7,True,4.4,Closed Container,30.4,68.8,5.0,0.0343,37.41,Grade 2
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-25,dry,6,42,6:42,2.9,3.9,6.0,True,4.2,Closed Container,31.3,68.0,23.9,0.0426,37.86,Grade 2
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-25,dry,10,1,10:01,3.6,13.9,4.7,False,0.0,Bucket,28.0,61.6,10.5,0.12,33.06,Rejected
F004,Farmer D,expert,Galle,3.5,250,2026-01-25,dry,6,20,6:20,2.0,3.0,1.4,False,0.0,Closed Container,31.2,71.4,23.1,0.0474,37.65,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-25,dry,5,17,5:17,2.5,7.3,3.5,False,0.0,Open Container,30.4,72.6,10.3,0.086,37.26,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-25,dry,6,47,6:47,1.8,1.0,1.0,False,0.0,Closed Container,30.7,66.0,20.2,0.0296,36.99,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-25,dry,8,17,8:17,3.0,6.1,3.2,True,4.1,Closed Container,31.5,62.8,27.1,0.072,33.51,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-26,dry,6,33,6:33,2.8,2.5,5.8,True,4.5,Closed Container,27.6,66.8,27.3,0.0336,36.45,Grade 2
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-26,dry,4,56,4:56,1.6,1.7,2.8,True,8.0,Closed Container,27.7,63.3,4.8,0.0147,37.62,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2026-01-26,dry,7,35,7:35,4.1,6.2,3.7,True,5.1,Closed Container,32.0,64.5,26.4,0.0683,37.72,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-26,dry,10,36,10:36,3.2,4.9,5.9,False,0.0,Bucket,28.2,62.1,0.3,0.1009,32.54,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-26,dry,7,8,7:08,2.7,5.9,6.3,True,9.8,Open Container,31.5,63.9,12.7,0.07,34.95,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-26,dry,6,34,6:34,3.7,9.1,1.6,True,8.2,Open Container,28.7,68.8,9.9,0.0944,34.43,Rejected
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-26,dry,6,34,6:34,3.1,13.7,3.7,False,0.0,Open Container,28.7,64.1,9.4,0.12,33.91,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-27,dry,9,32,9:32,4.9,12.9,1.2,False,0.0,Cup,28.4,69.9,0.7,0.12,30.92,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-27,dry,6,29,6:29,2.9,7.8,8.0,False,0.0,Open Container,29.1,61.2,29.0,0.1016,34.74,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-27,dry,8,36,8:36,3.6,12.4,4.3,False,0.0,Bucket,28.7,72.8,9.3,0.12,33.77,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-27,dry,4,5,4:05,2.4,3.8,1.4,True,7.4,Closed Container,27.7,71.1,27.1,0.0254,37.47,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-27,dry,5,34,5:34,2.4,2.4,3.6,True,9.2,Bucket,28.4,73.5,9.0,0.0305,37.86,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2026-01-27,dry,6,37,6:37,2.8,3.4,5.8,True,6.3,Closed Container,31.9,62.7,17.8,0.0348,36.18,Grade 2
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-27,dry,7,17,7:17,3.9,3.0,3.6,True,3.7,Bucket,31.2,67.6,4.9,0.0638,35.65,Grade 3
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-27,dry,6,51,6:51,2.9,3.1,6.5,True,6.9,Closed Container,29.9,61.4,5.3,0.0339,37.27,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-27,dry,5,24,5:24,2.0,6.8,3.4,True,8.9,Closed Container,30.6,70.2,19.1,0.0519,37.47,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2026-01-28,dry,6,38,6:38,2.5,1.5,1.5,False,0.0,Closed Container,30.5,63.2,14.5,0.0443,36.48,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-01-28,dry,8,42,8:42,3.3,7.5,1.5,False,0.0,Open Container,29.6,67.4,23.7,0.1142,31.78,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-28,dry,5,22,5:22,2.2,3.1,1.3,False,0.0,Closed Container,30.0,63.8,7.3,0.0506,36.0,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-28,dry,10,14,10:14,5.8,4.4,2.0,False,0.0,Open Container,29.9,68.6,4.3,0.1181,31.99,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-28,dry,7,47,7:47,4.5,4.5,2.5,True,6.5,Closed Container,31.0,66.3,21.9,0.0521,35.54,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-29,dry,10,1,10:01,4.0,13.2,7.4,False,0.0,Closed Container,30.2,66.7,1.8,0.12,32.58,Rejected
F001,Farmer A,expert,Kalutara,4.5,300,2026-01-29,dry,4,38,4:38,1.8,2.8,2.1,True,8.7,Closed Container,30.8,73.2,26.5,0.0188,38.62,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-29,dry,4,27,4:27,1.5,3.8,7.0,True,7.0,Closed Container,29.1,68.1,7.6,0.0228,37.49,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-29,dry,6,6,6:06,2.3,3.3,1.2,True,6.3,Bucket,29.9,72.8,25.9,0.0472,36.49,Grade 2
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-29,dry,8,53,8:53,3.7,7.8,6.9,True,5.4,Closed Container,30.1,65.3,22.0,0.0767,31.61,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-29,dry,6,49,6:49,2.7,2.8,3.7,True,7.7,Closed Container,29.0,67.6,21.8,0.0241,36.82,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2026-01-29,dry,4,23,4:23,2.5,2.2,1.7,True,3.5,Closed Container,29.2,62.4,26.9,0.0268,38.82,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-29,dry,4,55,4:55,1.7,2.1,4.9,True,7.4,Closed Container,28.5,67.8,6.1,0.012,37.7,Grade 1
F004,Farmer D,expert,Galle,3.5,250,2026-01-30,dry,6,35,6:35,2.1,2.5,6.6,True,7.9,Closed Container,30.7,65.6,18.0,0.0293,38.13,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-01-30,dry,6,15,6:15,2.3,2.7,1.2,True,9.6,Closed Container,27.1,68.8,16.5,0.0294,36.22,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2026-01-30,dry,10,13,10:13,3.1,14.0,7.8,True,7.4,Closed Container,30.1,65.4,2.6,0.12,33.45,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-01-31,dry,6,24,6:24,2.1,4.6,2.4,False,0.0,Closed Container,30.6,62.2,22.4,0.0684,36.12,Grade 3
F002,Farmer B,moderate,Kegalle,3.0,200,2026-01-31,dry,5,45,5:45,3.0,7.3,1.7,True,4.3,Open Container,29.5,63.0,9.6,0.0768,36.65,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-31,dry,8,50,8:50,2.3,5.0,5.0,True,9.9,Closed Container,29.7,67.0,12.7,0.0521,32.96,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-01-31,dry,9,28,9:28,3.8,6.5,5.5,False,0.0,Open Container,27.1,72.3,10.8,0.1074,31.42,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2026-01-31,dry,8,29,8:29,2.6,2.7,1.0,True,7.0,Open Container,29.2,66.4,28.4,0.0519,32.68,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-01,dry,8,26,8:26,4.5,10.1,5.2,False,0.0,Closed Container,29.4,70.5,15.7,0.1193,32.31,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-01,dry,5,23,5:23,1.7,2.0,4.9,True,7.4,Closed Container,28.2,66.1,9.5,0.0148,37.99,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2026-02-01,dry,7,30,7:30,3.2,5.8,6.3,False,0.0,Closed Container,31.6,67.9,11.2,0.0778,36.28,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2026-02-01,dry,5,22,5:22,2.9,5.8,6.2,True,6.1,Closed Container,30.2,61.5,22.9,0.0515,36.19,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2026-02-01,dry,6,48,6:48,4.1,7.0,6.1,True,3.4,Closed Container,29.6,69.6,22.4,0.077,36.1,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2026-02-01,dry,8,23,8:23,3.0,6.1,4.5,False,0.0,Closed Container,31.7,73.8,2.3,0.0826,33.42,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-01,dry,6,34,6:34,2.4,1.6,2.2,False,0.0,Closed Container,28.2,73.6,22.7,0.0441,34.51,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2026-02-01,dry,6,35,6:35,2.9,2.0,2.5,True,5.9,Closed Container,29.6,74.1,16.0,0.0279,37.93,Grade 1
F008,Farmer H,moderate,Galle,2.5,180,2026-02-02,dry,7,15,7:15,2.1,4.4,4.5,True,7.5,Closed Container,31.1,71.0,4.9,0.0466,36.66,Grade 2
F004,Farmer D,expert,Galle,3.5,250,2026-02-02,dry,4,58,4:58,1.5,3.6,7.6,True,9.9,Closed Container,29.8,69.1,17.3,0.0272,38.51,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-02,dry,7,24,7:24,5.5,5.4,4.9,True,7.8,Closed Container,28.2,69.3,7.1,0.0695,34.57,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2026-02-03,dry,8,1,8:01,2.2,7.7,1.7,False,0.0,Closed Container,30.5,72.7,15.2,0.0872,33.91,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-03,dry,5,45,5:45,2.7,2.1,6.6,True,5.6,Bucket,27.9,67.4,12.6,0.0263,37.52,Grade 1
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-03,dry,4,55,4:55,1.8,2.7,5.3,True,7.5,Bucket,28.1,74.4,26.8,0.0333,36.29,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-02-03,dry,7,56,7:56,4.0,5.1,5.5,True,6.8,Closed Container,31.5,69.1,18.3,0.0601,34.98,Grade 3
F004,Farmer D,expert,Galle,3.5,250,2026-02-03,dry,4,27,4:27,3.0,3.3,5.9,True,4.2,Closed Container,30.2,66.6,27.1,0.0356,35.83,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-02-03,dry,8,11,8:11,2.3,5.2,2.6,True,7.7,Closed Container,29.4,63.4,21.7,0.0578,34.86,Grade 3
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-03,dry,4,49,4:49,2.5,2.1,4.2,True,9.2,Closed Container,29.1,72.3,16.4,0.0253,38.04,Grade 1
F001,Farmer A,expert,Kalutara,4.5,300,2026-02-03,dry,5,59,5:59,2.1,1.3,7.2,True,9.0,Closed Container,30.3,73.1,26.4,0.0103,37.74,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2026-02-03,dry,7,8,7:08,3.7,5.6,4.3,True,9.0,Open Container,29.6,70.3,18.7,0.0702,35.29,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-03,dry,10,32,10:32,5.5,13.5,8.0,False,0.0,Open Container,30.1,73.1,23.5,0.12,32.57,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2026-02-03,dry,7,22,7:22,2.8,4.0,5.7,True,9.6,Bucket,29.2,61.9,26.8,0.0514,33.82,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2026-02-04,dry,8,13,8:13,2.5,5.2,7.5,False,0.0,Closed Container,29.9,70.6,2.0,0.0716,34.47,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-04,dry,7,9,7:09,3.9,12.8,5.9,False,0.0,Open Container,30.2,60.9,14.0,0.12,35.77,Rejected
F008,Farmer H,moderate,Galle,2.5,180,2026-02-04,dry,5,37,5:37,4.1,6.6,4.9,True,8.2,Bucket,31.3,62.6,11.2,0.0732,36.96,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-04,dry,10,52,10:52,3.7,6.6,1.1,False,0.0,Open Container,28.7,71.1,4.8,0.1197,32.8,Rejected
F004,Farmer D,expert,Galle,3.5,250,2026-02-04,dry,6,8,6:08,2.0,2.1,3.0,True,7.0,Closed Container,29.7,73.5,27.3,0.0241,37.69,Grade 1
F002,Farmer B,moderate,Kegalle,3.0,200,2026-02-04,dry,5,1,5:01,3.5,5.0,3.4,False,0.0,Bucket,30.3,65.4,7.1,0.0714,36.86,Grade 3
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-04,dry,10,33,10:33,5.9,8.1,2.3,True,8.1,Open Container,30.9,71.4,4.9,0.12,32.31,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-04,dry,4,1,4:01,1.9,2.5,2.0,True,4.7,Closed Container,29.8,70.6,23.6,0.0276,37.2,Grade 1
F005,Farmer E,moderate,Kalutara,2.0,150,2026-02-04,dry,7,59,7:59,3.1,7.4,2.8,False,0.0,Bucket,30.0,61.9,11.8,0.0963,34.77,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-02-05,dry,9,42,9:42,5.3,6.9,4.2,False,0.0,Open Container,29.5,63.7,23.1,0.1167,33.25,Rejected
F004,Farmer D,expert,Galle,3.5,250,2026-02-05,dry,5,52,5:52,1.8,1.8,2.0,True,3.8,Bucket,31.5,63.3,0.4,0.0342,37.39,Grade 2
F008,Farmer H,moderate,Galle,2.5,180,2026-02-05,dry,8,34,8:34,3.0,4.6,4.8,False,0.0,Closed Container,30.6,66.9,5.5,0.0771,32.77,Grade 3
F008,Farmer H,moderate,Galle,2.5,180,2026-02-05,dry,6,38,6:38,3.0,7.6,4.4,False,0.0,Closed Container,31.2,65.6,6.0,0.0887,35.54,Rejected
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-02-05,dry,10,51,10:51,5.4,9.9,2.8,True,8.3,Cup,29.5,71.0,22.0,0.1161,31.98,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-05,dry,6,46,6:46,2.2,3.7,7.9,False,0.0,Closed Container,29.4,69.3,9.4,0.0533,35.75,Grade 3
F003,Farmer C,beginner,Ratnapura,1.5,100,2026-02-05,dry,10,26,10:26,4.2,7.0,4.0,True,9.5,Open Container,29.8,60.7,6.3,0.1094,33.64,Rejected
F007,Farmer G,expert,Ratnapura,5.0,400,2026-02-06,dry,4,54,4:54,2.2,2.1,1.4,True,3.1,Closed Container,29.0,65.1,10.4,0.0264,39.1,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-06,dry,6,49,6:49,5.6,5.7,3.4,False,0.0,Closed Container,30.2,74.9,24.1,0.0904,33.3,Rejected
F005,Farmer E,moderate,Kalutara,2.0,150,2026-02-06,dry,5,52,5:52,4.0,5.9,1.9,False,0.0,Closed Container,29.1,64.9,18.8,0.075,36.25,Grade 3
F005,Farmer E,moderate,Kalutara,2.0,150,2026-02-06,dry,8,42,8:42,2.2,5.3,1.9,False,0.0,Open Container,29.2,64.6,4.7,0.0896,32.84,Rejected
F004,Farmer D,expert,Galle,3.5,250,2026-02-06,dry,6,44,6:44,2.7,1.9,5.7,True,9.5,Closed Container,31.4,64.2,18.8,0.0235,36.52,Grade 1
F006,Farmer F,beginner,Kegalle,1.0,80,2026-02-06,dry,8,9,8:09,4.4,6.1,2.9,False,0.0,Bucket,30.4,70.7,23.7,0.1053,33.1,Rejected
